GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH)
100030144042,1,Block Group 2_ Tract 14404,New Castle,908,758,63,53,21,4,9,730,620,46,36,18,3,7
100030145011,1,Block Group 1_ Tract 14501,New Castle,2113,1794,90,101,71,4,53,2065,1775,75,94,71,3,47
100030145021,1,Block Group 1_ Tract 14502,New Castle,2822,2450,102,126,101,0,43,2750,2400,87,125,97,0,41
100030135062,1,Block Group 2_ Tract 13506,New Castle,2262,1982,59,35,158,0,28,1649,1441,46,21,129,0,12
100030120002,1,Block Group 2_ Tract 12,New Castle,1760,1352,114,235,31,2,26,1391,1111,86,154,27,1,12
100030120003,1,Block Group 3_ Tract 12,New Castle,1654,662,446,427,88,3,28,1270,552,356,273,68,3,18
100030151001,1,Block Group 1_ Tract 151,New Castle,2677,1887,418,301,20,10,41,2083,1533,294,212,18,7,19
100030151002,1,Block Group 2_ Tract 151,New Castle,773,567,112,70,6,0,18,628,477,95,40,2,0,14
100030166042,1,Block Group 2_ Tract 16604,New Castle,5254,3514,1096,250,212,11,171,3597,2495,738,152,145,6,61
100030166041,1,Block Group 1_ Tract 16604,New Castle,3187,1379,1249,415,51,2,91,2119,983,816,257,36,2,25
100030152005,1,Block Group 5_ Tract 152,New Castle,1546,824,459,222,14,1,26,1231,716,363,128,12,1,11
100030118001,1,Block Group 1_ Tract 118,New Castle,1500,1170,107,67,129,0,27,1185,950,77,41,102,0,15
100030118002,1,Block Group 2_ Tract 118,New Castle,2677,2483,45,45,78,2,24,2172,2031,35,27,65,2,12
100030136111,1,Block Group 1_ Tract 13611,New Castle,2435,1706,308,137,204,2,78,1952,1428,217,97,158,2,50
100030105021,1,Block Group 1_ Tract 10502,New Castle,1022,891,66,33,22,0,10,829,730,53,25,15,0,6
100030011002,1,Block Group 2_ Tract 11,New Castle,1062,800,185,37,27,2,11,1023,779,178,31,25,2,8
100030012002,1,Block Group 2_ Tract 12,New Castle,809,677,72,26,12,0,22,749,637,63,22,9,0,18
100030012001,1,Block Group 1_ Tract 12,New Castle,720,638,39,22,9,2,10,643,571,36,19,7,2,8
100030013001,1,Block Group 1_ Tract 13,New Castle,1062,1001,17,19,17,0,8,936,886,15,17,14,0,4
100030013002,1,Block Group 2_ Tract 13,New Castle,672,633,11,13,6,2,7,545,515,11,9,4,2,4
100030013004,1,Block Group 4_ Tract 13,New Castle,1024,978,11,10,12,1,12,837,810,9,6,6,1,5
100030013003,1,Block Group 3_ Tract 13,New Castle,710,666,20,10,3,3,8,533,507,16,5,3,1,1
100030014002,1,Block Group 2_ Tract 14,New Castle,1358,543,528,240,17,4,26,1098,493,418,149,15,4,19
100030014001,1,Block Group 1_ Tract 14,New Castle,794,651,109,17,12,0,5,687,577,89,10,10,0,1
100030016003,1,Block Group 3_ Tract 16,New Castle,821,55,599,145,3,2,17,509,44,375,77,3,2,8
100030156002,1,Block Group 2_ Tract 156,New Castle,1644,256,918,432,3,0,35,1230,203,741,275,2,0,9
100050512052,2,Block Group 2_ Tract 51205,Sussex,342,326,3,3,1,0,9,326,313,3,3,1,0,6
100050512051,2,Block Group 1_ Tract 51205,Sussex,357,348,1,4,2,1,1,328,321,1,4,0,1,1
100050507042,2,Block Group 2_ Tract 50704,Sussex,1840,1609,86,67,31,8,39,1603,1460,61,37,24,5,16
100050507052,2,Block Group 2_ Tract 50705,Sussex,1514,1312,48,109,6,4,35,1211,1094,33,66,5,4,9
100050511013,2,Block Group 3_ Tract 51101,Sussex,323,302,0,16,4,0,1,302,283,0,14,4,0,1
100050511011,2,Block Group 1_ Tract 51101,Sussex,147,140,0,6,1,0,0,135,129,0,5,1,0,0
100030136112,1,Block Group 2_ Tract 13611,New Castle,2193,1844,107,127,85,1,29,1766,1504,82,93,69,1,17
100030136101,1,Block Group 1_ Tract 1361,New Castle,1514,1297,28,36,131,1,21,1075,928,20,25,93,1,8
100030135034,1,Block Group 4_ Tract 13503,New Castle,1187,900,54,28,187,1,17,845,646,41,17,136,1,4
100030126001,1,Block Group 1_ Tract 126,New Castle,1019,747,53,173,25,2,19,772,588,45,112,15,2,10
100030126002,1,Block Group 2_ Tract 126,New Castle,848,740,22,65,4,0,17,667,606,15,36,2,0,8
100030127003,1,Block Group 3_ Tract 127,New Castle,969,633,60,264,3,0,9,745,535,44,158,3,0,5
100030105025,1,Block Group 5_ Tract 10502,New Castle,1148,801,224,70,20,2,31,865,655,140,41,17,1,11
100030127002,1,Block Group 2_ Tract 127,New Castle,607,514,18,52,7,0,16,481,428,10,34,5,0,4
100030147061,1,Block Group 1_ Tract 14706,New Castle,1055,673,205,31,104,2,40,790,530,147,23,72,2,16
100030120001,1,Block Group 1_ Tract 12,New Castle,1005,929,19,30,17,0,10,855,796,18,20,15,0,6
100030121002,1,Block Group 2_ Tract 121,New Castle,1418,805,174,396,21,3,19,1049,675,123,227,15,3,6
100030121003,1,Block Group 3_ Tract 121,New Castle,640,520,34,72,12,0,2,488,401,25,49,12,0,1
100030121001,1,Block Group 1_ Tract 121,New Castle,1094,874,151,37,16,0,16,790,715,30,21,14,0,10
100030152002,1,Block Group 2_ Tract 152,New Castle,966,573,104,245,22,4,18,723,473,77,142,18,4,9
100030135014,1,Block Group 4_ Tract 13501,New Castle,2647,2377,73,41,129,1,26,2260,2049,63,25,113,1,9
100030135011,1,Block Group 1_ Tract 13501,New Castle,1328,1188,11,23,89,0,17,984,882,7,19,68,0,8
100030135013,1,Block Group 3_ Tract 13501,New Castle,1591,1469,23,31,56,1,11,1200,1114,19,20,40,0,7
100030135012,1,Block Group 2_ Tract 13501,New Castle,1036,926,66,24,9,0,11,863,774,59,17,8,0,5
100030135032,1,Block Group 2_ Tract 13503,New Castle,2159,1870,75,89,89,9,27,1649,1457,61,50,66,6,9
100030135033,1,Block Group 3_ Tract 13503,New Castle,1855,1562,37,62,162,4,28,1408,1214,26,31,120,2,15
100030135063,1,Block Group 3_ Tract 13506,New Castle,1716,1431,58,45,160,1,21,1245,1060,35,30,113,1,6
100030019022,1,Block Group 2_ Tract 1902,New Castle,1262,341,735,101,61,1,23,910,334,435,67,54,1,19
100030016001,1,Block Group 1_ Tract 16,New Castle,903,263,539,61,5,4,31,713,236,402,48,5,2,20
100030016002,1,Block Group 2_ Tract 16,New Castle,663,66,500,81,3,0,13,497,65,357,61,3,0,11
100030029003,1,Block Group 3_ Tract 29,New Castle,1049,41,930,54,4,7,13,824,41,723,43,4,4,9
100030029004,1,Block Group 4_ Tract 29,New Castle,944,11,878,41,3,3,8,598,11,556,20,3,1,7
100030029001,1,Block Group 1_ Tract 29,New Castle,793,14,727,37,5,4,6,534,14,492,24,1,2,1
100030029002,1,Block Group 2_ Tract 29,New Castle,784,66,640,56,2,3,17,541,63,431,34,2,3,8
100030021002,1,Block Group 2_ Tract 21,New Castle,903,52,680,118,40,2,11,706,51,516,90,39,1,9
100030021001,1,Block Group 1_ Tract 21,New Castle,944,34,744,144,3,1,18,586,31,456,79,3,1,16
100030022003,1,Block Group 3_ Tract 22,New Castle,912,21,443,437,1,2,8,589,16,296,274,0,2,1
100030022002,1,Block Group 2_ Tract 22,New Castle,910,73,462,348,7,2,18,610,66,304,225,4,2,9
100050511012,2,Block Group 2_ Tract 51101,Sussex,182,177,1,2,1,0,1,167,163,1,2,1,0,0
100050513013,2,Block Group 3_ Tract 51301,Sussex,1685,1613,13,28,7,2,22,1517,1463,10,19,7,2,16
100050512012,2,Block Group 2_ Tract 51201,Sussex,653,633,10,6,1,0,3,584,573,5,4,1,0,1
100050512021,2,Block Group 1_ Tract 51202,Sussex,782,756,3,12,2,1,8,734,713,3,9,2,1,6
100050512031,2,Block Group 1_ Tract 51203,Sussex,468,459,1,6,1,0,1,448,440,1,6,1,0,0
100050513032,2,Block Group 2_ Tract 51303,Sussex,1590,1485,12,57,12,2,22,1375,1298,9,43,8,1,16
100050510053,2,Block Group 3_ Tract 51005,Sussex,820,778,17,17,2,0,6,737,702,17,12,2,0,4
100050512043,2,Block Group 3_ Tract 51204,Sussex,107,98,0,9,0,0,0,100,95,0,5,0,0,0
100050512044,2,Block Group 4_ Tract 51204,Sussex,274,258,0,11,0,1,4,252,240,0,9,0,1,2
100050512034,2,Block Group 4_ Tract 51203,Sussex,210,186,2,20,1,0,1,192,174,2,14,1,0,1
100030127001,1,Block Group 1_ Tract 127,New Castle,1598,1114,275,178,1,2,28,1344,975,239,112,0,2,16
100030127005,1,Block Group 5_ Tract 127,New Castle,583,334,98,125,7,2,17,438,266,77,80,5,2,8
100030119001,1,Block Group 1_ Tract 119,New Castle,1499,1239,45,165,19,0,31,1066,904,33,101,18,0,10
100030139031,1,Block Group 1_ Tract 13903,New Castle,3232,1859,907,152,221,6,87,2333,1381,636,103,165,6,42
100030149093,1,Block Group 3_ Tract 14909,New Castle,884,617,154,80,20,5,8,701,509,114,56,15,2,5
100030119003,1,Block Group 3_ Tract 119,New Castle,972,800,32,25,101,0,14,705,595,16,17,73,0,4
100030023002,1,Block Group 2_ Tract 23,New Castle,936,37,543,335,2,2,17,654,25,392,229,2,2,4
100030023001,1,Block Group 1_ Tract 23,New Castle,1045,18,581,427,5,1,13,669,17,382,261,3,1,5
100030024001,1,Block Group 1_ Tract 24,New Castle,864,293,349,178,17,2,25,677,266,263,116,15,2,15
100030024003,1,Block Group 3_ Tract 24,New Castle,1211,402,472,268,18,0,51,940,371,363,158,16,0,32
100030024002,1,Block Group 2_ Tract 24,New Castle,1557,429,803,291,9,2,23,1186,367,609,186,9,2,13
100030025001,1,Block Group 1_ Tract 25,New Castle,1127,584,364,148,14,0,17,887,505,271,92,11,0,8
100030025002,1,Block Group 2_ Tract 25,New Castle,1123,424,192,489,2,3,13,799,339,131,316,2,1,10
100030026004,1,Block Group 4_ Tract 26,New Castle,874,238,362,244,5,3,22,645,225,254,149,5,1,11
100030026001,1,Block Group 1_ Tract 26,New Castle,790,162,387,225,1,2,13,547,137,261,141,1,1,6
100030026003,1,Block Group 3_ Tract 26,New Castle,1144,128,586,389,6,3,32,760,120,362,256,4,3,15
100030015002,1,Block Group 2_ Tract 15,New Castle,1527,375,932,166,9,5,40,1157,342,671,111,8,5,20
100050512033,2,Block Group 3_ Tract 51203,Sussex,83,78,0,4,0,0,1,72,68,0,3,0,0,1
100050512042,2,Block Group 2_ Tract 51204,Sussex,66,64,0,1,1,0,0,60,58,0,1,1,0,0
100050512032,2,Block Group 2_ Tract 51203,Sussex,79,78,0,1,0,0,0,70,69,0,1,0,0,0
100050513062,2,Block Group 2_ Tract 51306,Sussex,603,567,11,16,3,0,6,569,548,7,9,3,0,2
100050511023,2,Block Group 3_ Tract 51102,Sussex,323,292,6,16,0,0,9,284,262,3,12,0,0,7
100050517022,2,Block Group 2_ Tract 51702,Sussex,1862,1657,100,54,7,0,44,1389,1265,69,30,4,0,21
100050501042,2,Block Group 2_ Tract 50104,Sussex,2109,1414,331,303,7,4,50,1547,1111,225,176,6,4,25
100050504073,2,Block Group 3_ Tract 50407,Sussex,2203,1317,669,131,39,8,39,1690,1060,499,81,33,8,9
100050504082,2,Block Group 2_ Tract 50408,Sussex,1692,1035,483,133,1,3,37,1210,791,324,74,1,3,17
100050510052,2,Block Group 2_ Tract 51005,Sussex,794,741,12,6,26,0,9,681,642,11,5,17,0,6
100050510073,2,Block Group 3_ Tract 51007,Sussex,1372,1173,39,110,20,5,25,1209,1055,35,84,16,3,16
100050512011,2,Block Group 1_ Tract 51201,Sussex,614,585,3,19,4,1,2,547,521,3,17,3,1,2
100050512022,2,Block Group 2_ Tract 51202,Sussex,144,142,0,2,0,0,0,134,132,0,2,0,0,0
100030169041,1,Block Group 1_ Tract 16904,New Castle,2590,908,1678,1,1,1,1,2590,908,1678,1,1,1,1
100030169011,1,Block Group 1_ Tract 16901,New Castle,1110,1006,44,38,1,9,12,849,793,28,17,1,5,5
100030168042,1,Block Group 2_ Tract 16804,New Castle,918,700,141,34,27,0,16,546,425,98,13,5,0,5
100030168011,1,Block Group 1_ Tract 16801,New Castle,3977,2707,964,140,80,6,80,2694,1907,609,74,55,5,44
100030168012,1,Block Group 2_ Tract 16801,New Castle,1770,1602,98,44,9,1,16,1393,1265,85,24,8,1,10
100030136123,1,Block Group 3_ Tract 13612,New Castle,1999,1658,71,36,199,3,32,1664,1412,58,24,151,3,16
100030136133,1,Block Group 3_ Tract 13613,New Castle,1887,1621,102,71,58,0,35,1475,1295,78,47,39,0,16
100030136132,1,Block Group 2_ Tract 13613,New Castle,2392,1730,207,110,304,3,38,1871,1388,172,67,217,2,25
100030119002,1,Block Group 2_ Tract 119,New Castle,867,796,8,13,45,0,5,688,635,5,9,39,0,0
100030112032,1,Block Group 2_ Tract 11203,New Castle,742,686,15,11,16,0,14,590,553,15,5,12,0,5
100030101011,1,Block Group 1_ Tract 10101,New Castle,816,422,277,86,9,1,21,581,339,174,54,6,1,7
100030103003,1,Block Group 3_ Tract 103,New Castle,224,167,33,12,5,0,7,183,140,25,9,5,0,4
100030101041,1,Block Group 1_ Tract 10104,New Castle,2039,1088,601,234,88,5,23,1602,909,457,153,69,5,9
100030103002,1,Block Group 2_ Tract 103,New Castle,1577,837,493,118,93,3,33,1133,678,306,69,61,2,17
100030164041,1,Block Group 1_ Tract 16404,New Castle,1249,904,244,57,18,2,24,925,679,186,33,13,2,12
100059900000,2,Block Group 0_ Tract 99,Sussex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030150004,1,Block Group 4_ Tract 15,New Castle,1528,822,382,220,46,5,53,1143,663,266,146,34,4,30
100030147052,1,Block Group 2_ Tract 14705,New Castle,1682,1198,209,145,76,3,51,1286,957,153,94,53,3,26
100030136122,1,Block Group 2_ Tract 13612,New Castle,1587,1391,14,43,118,3,18,1212,1077,12,28,87,3,5
100030136121,1,Block Group 1_ Tract 13612,New Castle,2574,1967,94,45,427,2,39,1818,1418,72,25,285,2,16
100030136131,1,Block Group 1_ Tract 13613,New Castle,1247,1141,16,18,55,3,14,993,916,13,12,43,3,6
100030147053,1,Block Group 3_ Tract 14705,New Castle,2588,1631,539,196,122,3,97,2065,1378,419,126,93,2,47
100030155022,1,Block Group 2_ Tract 15502,New Castle,797,423,245,101,5,1,22,604,359,171,60,3,1,10
100039901000,1,Block Group 0_ Tract 9901,New Castle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030129003,1,Block Group 3_ Tract 129,New Castle,1362,886,203,229,15,1,28,1021,732,134,135,8,1,11
100030123002,1,Block Group 2_ Tract 123,New Castle,1206,495,303,293,52,3,60,912,428,224,181,40,3,36
100030123001,1,Block Group 1_ Tract 123,New Castle,1405,1089,67,199,28,3,19,1130,913,46,131,25,3,12
100030101013,1,Block Group 3_ Tract 10101,New Castle,1702,662,600,180,206,5,49,1434,630,466,119,180,4,35
100030112033,1,Block Group 3_ Tract 11203,New Castle,2040,1108,641,68,174,3,46,1652,962,482,48,132,3,25
100030159003,1,Block Group 3_ Tract 159,New Castle,1247,606,410,177,15,6,33,967,506,307,116,11,5,22
100030105022,1,Block Group 2_ Tract 10502,New Castle,1193,1062,68,33,15,1,14,960,868,52,20,11,1,8
100030135031,1,Block Group 1_ Tract 13503,New Castle,2271,1775,67,120,255,3,51,1675,1371,48,62,175,3,16
100030126003,1,Block Group 3_ Tract 126,New Castle,909,804,12,73,17,0,3,720,647,11,50,11,0,1
100030101012,1,Block Group 2_ Tract 10101,New Castle,2055,609,1095,221,47,10,73,1330,486,644,125,32,4,39
100030101042,1,Block Group 2_ Tract 10104,New Castle,1383,746,501,78,33,2,23,1063,614,359,49,25,2,14
100030102002,1,Block Group 2_ Tract 102,New Castle,891,641,185,43,12,0,10,722,537,142,26,11,0,6
100030105024,1,Block Group 4_ Tract 10502,New Castle,1420,798,374,51,160,0,37,1231,734,302,38,131,0,26
100030107022,1,Block Group 2_ Tract 10702,New Castle,1272,524,640,63,5,3,37,841,407,371,40,5,3,15
100030019021,1,Block Group 1_ Tract 1902,New Castle,656,25,603,21,0,1,6,453,19,422,9,0,0,3
100039801001,1,Block Group 1_ Tract 9801,New Castle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030116002,1,Block Group 2_ Tract 116,New Castle,2223,1960,77,60,89,1,36,1710,1537,59,33,67,1,13
100030116001,1,Block Group 1_ Tract 116,New Castle,1058,884,27,55,77,2,13,824,693,21,40,63,2,5
100030102001,1,Block Group 1_ Tract 102,New Castle,1091,793,201,63,21,0,13,861,655,144,40,15,0,7
100030103001,1,Block Group 1_ Tract 103,New Castle,1060,834,144,28,35,4,15,841,687,99,18,25,4,8
100030104002,1,Block Group 2_ Tract 104,New Castle,1092,884,141,38,11,4,14,864,735,89,22,8,4,6
100030104003,1,Block Group 3_ Tract 104,New Castle,1935,1395,194,55,236,5,50,1560,1159,155,39,178,3,26
100030104001,1,Block Group 1_ Tract 104,New Castle,640,545,36,26,21,1,11,517,444,30,20,17,1,5
100030148081,1,Block Group 1_ Tract 14808,New Castle,1402,935,146,162,117,10,32,1017,713,106,99,81,8,10
100030148082,1,Block Group 2_ Tract 14808,New Castle,1371,947,270,86,33,1,34,1088,783,209,52,26,1,17
100030108003,1,Block Group 3_ Tract 108,New Castle,913,611,172,54,57,0,19,701,483,137,34,38,0,9
100030137003,1,Block Group 3_ Tract 137,New Castle,738,667,32,19,16,0,4,587,533,25,15,13,0,1
100030137002,1,Block Group 2_ Tract 137,New Castle,2141,663,614,702,98,0,64,1556,565,448,421,86,0,36
100030136104,1,Block Group 4_ Tract 1361,New Castle,626,597,7,10,11,0,1,479,457,6,6,9,0,1
100030136151,1,Block Group 1_ Tract 13615,New Castle,1653,1308,167,69,72,8,29,1361,1110,127,47,59,5,13
100030136152,1,Block Group 2_ Tract 13615,New Castle,643,561,19,32,22,4,5,527,468,15,20,17,4,3
100030108002,1,Block Group 2_ Tract 108,New Castle,2600,2161,181,74,140,5,39,2120,1780,157,49,108,4,22
100030108001,1,Block Group 1_ Tract 108,New Castle,1118,919,98,45,34,4,18,929,772,82,36,27,4,8
100030109003,1,Block Group 3_ Tract 109,New Castle,649,607,28,10,1,0,3,539,506,22,8,0,0,3
100030109002,1,Block Group 2_ Tract 109,New Castle,1209,1118,24,23,18,3,23,923,869,24,9,12,2,7
100030109001,1,Block Group 1_ Tract 109,New Castle,887,786,37,10,39,0,15,691,608,33,10,32,0,8
100030110002,1,Block Group 2_ Tract 11,New Castle,1088,804,179,34,49,0,22,825,626,129,26,37,0,7
100030135052,1,Block Group 2_ Tract 13505,New Castle,2366,2047,65,30,190,2,32,1824,1585,52,21,144,2,20
100030131001,1,Block Group 1_ Tract 131,New Castle,1158,672,128,309,15,1,33,867,558,81,199,13,1,15
100030131003,1,Block Group 3_ Tract 131,New Castle,660,578,12,57,5,0,8,528,478,6,38,2,0,4
100030131002,1,Block Group 2_ Tract 131,New Castle,784,644,31,62,24,3,20,605,533,18,26,16,3,9
100030136042,1,Block Group 2_ Tract 13604,New Castle,1654,1538,32,35,28,0,21,1303,1218,29,24,20,0,12
100030136043,1,Block Group 3_ Tract 13604,New Castle,1300,934,96,157,92,2,19,979,728,64,105,67,2,13
100030135061,1,Block Group 1_ Tract 13506,New Castle,855,761,41,13,35,0,5,675,610,34,7,24,0,0
100030136073,1,Block Group 3_ Tract 13607,New Castle,1979,1305,128,196,293,3,54,1605,1154,93,132,197,3,26
100030136103,1,Block Group 3_ Tract 1361,New Castle,3018,2526,93,70,285,4,40,2370,1983,86,49,226,4,22
100030136102,1,Block Group 2_ Tract 1361,New Castle,969,734,43,20,156,0,16,707,530,30,14,126,0,7
100030138002,1,Block Group 2_ Tract 138,New Castle,894,649,178,31,22,1,13,745,543,152,24,18,1,7
100030140002,1,Block Group 2_ Tract 14,New Castle,1202,587,323,209,41,6,36,926,486,254,130,35,3,18
100030140003,1,Block Group 3_ Tract 14,New Castle,1332,541,406,197,118,12,58,1030,464,305,129,93,9,30
100030110003,1,Block Group 3_ Tract 11,New Castle,1070,956,50,21,34,2,7,839,759,43,13,18,2,4
100030110001,1,Block Group 1_ Tract 11,New Castle,1005,887,60,31,18,0,9,792,712,42,17,15,0,6
100030111002,1,Block Group 2_ Tract 111,New Castle,2052,1811,102,39,74,7,19,1642,1457,88,24,59,3,11
100030112021,1,Block Group 1_ Tract 11202,New Castle,2697,2314,151,52,123,5,52,2100,1825,121,31,94,5,24
100030112022,1,Block Group 2_ Tract 11202,New Castle,1205,853,105,28,204,2,13,973,730,74,22,142,2,3
100030129002,1,Block Group 2_ Tract 129,New Castle,1201,998,48,130,12,0,13,998,852,43,84,10,0,9
100030122002,1,Block Group 2_ Tract 122,New Castle,920,108,380,410,3,0,19,600,89,258,239,3,0,11
100030122001,1,Block Group 1_ Tract 122,New Castle,920,681,72,148,7,0,12,735,582,54,86,5,0,8
100030122003,1,Block Group 3_ Tract 122,New Castle,892,726,56,90,10,4,6,727,608,42,61,9,4,3
100030125006,1,Block Group 6_ Tract 125,New Castle,1106,924,56,102,7,0,17,888,767,46,62,7,0,6
100030125003,1,Block Group 3_ Tract 125,New Castle,932,619,49,243,1,2,18,722,516,39,157,1,2,7
100030132001,1,Block Group 1_ Tract 132,New Castle,882,690,10,159,6,2,15,683,577,6,92,5,0,3
100030132003,1,Block Group 3_ Tract 132,New Castle,1012,588,175,202,12,1,34,744,478,122,115,11,1,17
100030132002,1,Block Group 2_ Tract 132,New Castle,803,460,38,289,8,1,7,601,384,30,177,6,1,3
100030133002,1,Block Group 2_ Tract 133,New Castle,876,755,34,61,19,0,7,696,604,32,43,12,0,5
100030133001,1,Block Group 1_ Tract 133,New Castle,991,797,34,136,13,1,10,806,686,19,87,12,1,1
100030134001,1,Block Group 1_ Tract 134,New Castle,924,835,51,13,14,4,7,765,696,42,10,10,4,3
100030140001,1,Block Group 1_ Tract 14,New Castle,847,616,91,93,21,0,26,677,512,72,65,19,0,9
100030138003,1,Block Group 3_ Tract 138,New Castle,2322,902,359,138,857,6,60,1841,778,260,106,664,3,30
100030139043,1,Block Group 3_ Tract 13904,New Castle,675,418,134,63,43,0,17,524,340,97,44,32,0,11
100030149062,1,Block Group 2_ Tract 14906,New Castle,3065,796,1539,277,336,5,112,2193,654,1068,170,237,5,59
100030139044,1,Block Group 4_ Tract 13904,New Castle,3005,1585,802,206,301,9,102,2294,1328,569,119,222,4,52
100030148051,1,Block Group 1_ Tract 14805,New Castle,1548,960,396,81,57,6,48,1170,762,294,46,42,6,20
100030112031,1,Block Group 1_ Tract 11203,New Castle,1823,1348,127,59,252,8,29,1471,1122,102,43,188,3,13
100030112042,1,Block Group 2_ Tract 11204,New Castle,1982,1729,111,33,100,0,9,1618,1420,95,25,77,0,1
100030112041,1,Block Group 1_ Tract 11204,New Castle,1327,991,229,30,44,0,33,1079,838,178,17,31,0,15
100030112052,1,Block Group 2_ Tract 11205,New Castle,811,697,37,16,49,1,11,638,552,30,11,36,1,8
100030112051,1,Block Group 1_ Tract 11205,New Castle,1213,1072,44,18,67,1,11,907,812,31,12,45,1,6
100030112062,1,Block Group 2_ Tract 11206,New Castle,2639,2265,147,44,135,2,46,2065,1796,115,30,105,2,17
100030125005,1,Block Group 5_ Tract 125,New Castle,798,615,27,138,1,0,17,622,499,20,94,1,0,8
100030125004,1,Block Group 4_ Tract 125,New Castle,717,559,27,116,6,0,9,550,448,23,69,5,0,5
100030125002,1,Block Group 2_ Tract 125,New Castle,987,394,167,378,26,2,20,717,342,109,233,19,2,12
100030129001,1,Block Group 1_ Tract 129,New Castle,2157,318,722,1047,5,5,60,1414,275,486,624,4,4,21
100030125001,1,Block Group 1_ Tract 125,New Castle,870,693,86,77,6,0,8,712,594,67,44,4,0,3
100030163012,1,Block Group 2_ Tract 16301,New Castle,3211,1821,828,236,236,9,81,2483,1471,626,159,176,7,44
100030163011,1,Block Group 1_ Tract 16301,New Castle,1842,1491,149,134,18,5,45,1481,1242,116,84,14,4,21
100030134002,1,Block Group 2_ Tract 134,New Castle,1003,912,10,56,11,0,14,800,742,6,38,9,0,5
100030134003,1,Block Group 3_ Tract 134,New Castle,678,528,49,60,21,2,18,523,420,34,39,18,2,10
100030136041,1,Block Group 1_ Tract 13604,New Castle,1120,947,46,54,51,2,20,847,741,34,28,38,0,6
100030164042,1,Block Group 2_ Tract 16404,New Castle,864,671,122,23,13,1,34,677,537,102,15,10,1,12
100030164043,1,Block Group 3_ Tract 16404,New Castle,875,743,64,37,4,0,27,679,601,42,19,3,0,14
100030136081,1,Block Group 1_ Tract 13608,New Castle,877,792,29,29,23,0,4,688,624,23,20,19,0,2
100030136082,1,Block Group 2_ Tract 13608,New Castle,1014,721,80,147,42,0,24,775,570,63,97,33,0,12
100030143001,1,Block Group 1_ Tract 143,New Castle,1600,1438,54,28,69,4,7,1279,1155,48,18,54,2,2
100030148052,1,Block Group 2_ Tract 14805,New Castle,2660,1778,529,66,228,12,47,2010,1403,380,42,152,10,23
100030148101,1,Block Group 1_ Tract 1481,New Castle,2471,1930,283,85,117,2,54,1862,1484,210,65,78,2,23
100030148054,1,Block Group 4_ Tract 14805,New Castle,3516,2076,666,141,517,14,102,2353,1411,474,88,330,11,39
100050505031,2,Block Group 1_ Tract 50503,Sussex,3743,894,379,2381,22,14,53,2486,727,288,1434,12,9,16
100050505011,2,Block Group 1_ Tract 50501,Sussex,1232,984,79,108,22,10,29,935,777,54,64,19,8,13
100050505042,2,Block Group 2_ Tract 50504,Sussex,1814,643,353,780,12,1,25,1227,510,220,481,8,1,7
100050517023,2,Block Group 3_ Tract 51702,Sussex,2213,1873,199,75,16,6,44,1694,1466,141,44,15,6,22
100050513021,2,Block Group 1_ Tract 51302,Sussex,1433,1196,121,74,11,1,30,1189,1010,99,53,9,1,17
100050517021,2,Block Group 1_ Tract 51702,Sussex,1538,1386,53,56,13,2,28,1206,1106,43,32,12,2,11
100050518021,2,Block Group 1_ Tract 51802,Sussex,2377,1094,968,176,31,12,96,1648,878,615,95,28,3,29
100030112061,1,Block Group 1_ Tract 11206,New Castle,1548,1377,47,15,80,2,27,1194,1069,36,12,68,1,8
100030113001,1,Block Group 1_ Tract 113,New Castle,1531,1342,90,13,67,0,19,1293,1142,79,11,52,0,9
100030113002,1,Block Group 2_ Tract 113,New Castle,836,739,47,14,35,0,1,622,545,39,8,30,0,0
100030114001,1,Block Group 1_ Tract 114,New Castle,719,619,34,25,30,1,10,535,464,30,14,21,1,5
100030114002,1,Block Group 2_ Tract 114,New Castle,1114,1016,47,6,35,1,9,897,828,36,4,24,1,4
100030114003,1,Block Group 3_ Tract 114,New Castle,1525,1390,45,30,45,6,9,1217,1122,36,18,33,4,4
100030112012,1,Block Group 2_ Tract 11201,New Castle,1231,763,76,31,328,7,26,1012,637,64,22,266,2,21
100030163053,1,Block Group 3_ Tract 16305,New Castle,1257,520,528,170,13,0,26,981,432,412,114,9,0,14
100030139032,1,Block Group 2_ Tract 13903,New Castle,1751,1121,353,116,107,1,53,1336,878,257,80,87,0,34
100030127004,1,Block Group 4_ Tract 127,New Castle,664,541,38,72,8,1,4,542,464,28,41,6,1,2
100030159002,1,Block Group 2_ Tract 159,New Castle,870,557,144,143,9,0,17,673,454,106,94,8,0,11
100030148072,1,Block Group 2_ Tract 14807,New Castle,3676,2500,639,216,228,8,85,2618,1835,454,135,152,6,36
100030124002,1,Block Group 2_ Tract 124,New Castle,952,601,90,236,8,0,17,726,507,64,144,8,0,3
100030136071,1,Block Group 1_ Tract 13607,New Castle,2178,1705,95,92,228,1,57,1795,1445,83,68,165,0,34
