GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH)
100030136072,1,Block Group 2_ Tract 13607,New Castle,900,721,75,45,51,0,8,784,641,64,34,41,0,4
100030136074,1,Block Group 4_ Tract 13607,New Castle,872,652,79,35,89,0,17,654,498,63,28,55,0,10
100030130001,1,Block Group 1_ Tract 13,New Castle,1012,876,41,79,2,3,11,808,720,26,54,2,3,3
100030130002,1,Block Group 2_ Tract 13,New Castle,811,653,36,82,22,4,14,624,525,26,46,18,3,6
100030164012,1,Block Group 2_ Tract 16401,New Castle,4270,2439,1277,218,223,5,108,3116,1875,896,144,150,5,46
100030166011,1,Block Group 1_ Tract 16601,New Castle,3809,3236,350,109,58,2,54,2520,2138,254,61,36,2,29
100030148053,1,Block Group 3_ Tract 14805,New Castle,2491,1967,223,77,175,8,41,1640,1316,155,43,105,3,18
100030148091,1,Block Group 1_ Tract 14809,New Castle,4318,2294,1355,215,312,13,129,3238,1865,940,141,221,9,62
100030148092,1,Block Group 2_ Tract 14809,New Castle,2346,1838,348,77,49,7,27,1838,1468,269,45,36,6,14
100050518022,2,Block Group 2_ Tract 51802,Sussex,1813,1330,287,129,8,1,58,1340,1033,191,80,8,1,27
100050519002,2,Block Group 2_ Tract 519,Sussex,2787,2164,367,104,47,11,94,2071,1677,262,61,35,8,28
100050519001,2,Block Group 1_ Tract 519,Sussex,1778,1386,295,42,15,10,30,1347,1068,223,32,9,4,11
100050508021,2,Block Group 1_ Tract 50802,Sussex,1970,1609,188,135,6,7,25,1584,1338,143,80,4,6,13
100050508034,2,Block Group 4_ Tract 50803,Sussex,1892,1560,198,77,21,8,28,1478,1231,157,57,14,7,12
100050510033,2,Block Group 3_ Tract 51003,Sussex,1417,963,336,84,23,1,10,1093,819,194,59,14,0,7
100050504063,2,Block Group 3_ Tract 50406,Sussex,2205,828,965,307,26,10,69,1629,720,659,199,22,7,22
100050504031,2,Block Group 1_ Tract 50403,Sussex,3403,2163,602,484,33,19,102,2492,1712,402,301,26,16,35
100050510071,2,Block Group 1_ Tract 51007,Sussex,1735,1630,11,57,29,1,7,1543,1456,9,47,24,1,6
100050518012,2,Block Group 2_ Tract 51801,Sussex,2652,1741,596,184,16,18,97,1896,1390,333,113,13,13,34
100050518011,2,Block Group 1_ Tract 51801,Sussex,2230,1994,102,58,25,3,48,1739,1595,73,28,24,3,16
100050506012,2,Block Group 2_ Tract 50601,Sussex,2338,1737,338,208,14,6,35,1804,1380,274,120,12,6,12
100050506021,2,Block Group 1_ Tract 50602,Sussex,2063,1716,149,88,52,6,52,1660,1394,135,61,41,6,23
100050501041,2,Block Group 1_ Tract 50104,Sussex,1188,1000,79,86,4,1,18,967,841,54,59,1,1,11
100050501052,2,Block Group 2_ Tract 50105,Sussex,2196,1066,813,248,8,7,54,1595,851,561,144,8,7,24
100050501043,2,Block Group 3_ Tract 50104,Sussex,1014,412,135,444,4,2,17,719,325,87,297,2,2,6
100050502002,2,Block Group 2_ Tract 502,Sussex,2274,1346,660,200,11,6,51,1650,1046,464,103,9,5,23
100050502001,2,Block Group 1_ Tract 502,Sussex,921,568,230,107,0,4,12,704,464,166,61,0,4,9
100030117002,1,Block Group 2_ Tract 117,New Castle,793,750,7,17,6,0,13,633,603,7,10,4,0,9
100030117001,1,Block Group 1_ Tract 117,New Castle,1295,1207,4,32,42,3,7,985,920,4,25,30,2,4
100030117003,1,Block Group 3_ Tract 117,New Castle,826,771,18,10,17,2,8,673,627,16,9,16,1,4
100030111001,1,Block Group 1_ Tract 111,New Castle,621,589,6,8,7,2,9,542,520,6,6,4,2,4
100030104004,1,Block Group 4_ Tract 104,New Castle,823,695,75,30,21,0,2,669,575,57,20,16,0,1
100030107023,1,Block Group 3_ Tract 10702,New Castle,1964,1002,784,106,29,1,42,1696,921,642,74,27,1,31
100030124003,1,Block Group 3_ Tract 124,New Castle,1044,495,175,355,5,2,12,719,408,103,194,5,2,7
100030124004,1,Block Group 4_ Tract 124,New Castle,1082,835,41,152,15,1,38,840,673,30,102,13,1,21
100030166082,1,Block Group 2_ Tract 16608,New Castle,2446,2196,136,53,23,3,35,1825,1656,103,32,14,3,17
100030166022,1,Block Group 2_ Tract 16602,New Castle,3676,2840,511,109,140,14,62,2488,1972,333,55,100,9,19
100030166021,1,Block Group 1_ Tract 16602,New Castle,2780,2356,268,82,38,2,34,2038,1747,186,55,29,2,19
100030166043,1,Block Group 3_ Tract 16604,New Castle,2966,1764,713,235,184,1,69,2049,1279,488,143,114,1,24
100030149041,1,Block Group 1_ Tract 14904,New Castle,2291,1228,528,161,313,10,51,1858,1024,433,121,246,9,25
100030149091,1,Block Group 1_ Tract 14909,New Castle,2119,473,1207,310,59,5,65,1456,392,807,190,43,2,22
100030168041,1,Block Group 1_ Tract 16804,New Castle,5910,4211,1225,208,118,12,136,4038,2983,806,117,79,8,45
100030169012,1,Block Group 2_ Tract 16901,New Castle,1125,1055,14,37,3,9,7,874,825,11,26,1,6,5
100030136113,1,Block Group 3_ Tract 13611,New Castle,1125,943,51,26,97,0,8,850,707,46,17,77,0,3
100030164011,1,Block Group 1_ Tract 16401,New Castle,1558,1077,270,61,129,0,21,1143,829,180,36,86,0,12
100030139011,1,Block Group 1_ Tract 13901,New Castle,1323,656,333,170,97,5,62,1023,535,270,109,77,5,27
100030139013,1,Block Group 3_ Tract 13901,New Castle,808,541,186,41,30,2,8,621,425,143,24,23,2,4
100030139012,1,Block Group 2_ Tract 13901,New Castle,702,579,30,78,9,0,6,552,473,21,47,9,0,2
100030139042,1,Block Group 2_ Tract 13904,New Castle,1030,545,314,78,25,1,67,773,451,215,51,23,1,32
100030148103,1,Block Group 3_ Tract 1481,New Castle,2279,1024,848,206,110,4,87,1667,812,597,146,82,1,29
100030148083,1,Block Group 3_ Tract 14808,New Castle,2809,1329,979,283,128,4,86,2112,1086,700,181,103,2,40
100030148071,1,Block Group 1_ Tract 14807,New Castle,1791,1156,205,59,320,0,51,1231,828,140,37,206,0,20
100030149073,1,Block Group 3_ Tract 14907,New Castle,1130,353,583,109,43,0,42,791,293,383,68,32,0,15
100030149072,1,Block Group 2_ Tract 14907,New Castle,1717,690,703,243,23,1,57,1255,571,489,148,21,1,25
100030149071,1,Block Group 1_ Tract 14907,New Castle,1996,979,700,164,77,5,71,1496,805,490,107,56,5,33
