GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote

48029029 2048,0,029 2048,,4292,403,37,3808,37,0,7,677,499,163
48029029 2040,0,029 2040,,5936,739,320,4792,60,0,25,1184,790,381
48029029 2047,0,029 2047,,2822,492,96,2187,28,0,19,934,643,283
48029029 1113,0,029 1113,,1263,722,77,387,77,0,0,683,362,315
48029029 2052,0,029 2052,,2484,160,9,2284,16,0,15,405,272,125
48029029 3133,0,029 3133,,20,20,0,0,0,0,0,8,3,5
48029029 2025,0,029 2025,,5218,780,100,4273,47,0,18,1161,817,333
48029029 2024,0,029 2024,,4567,437,76,3992,51,0,11,784,558,216
48029029 2094,0,029 2094,,213,172,0,41,0,0,0,131,42,87
48029029 1108,0,029 1108,,4712,2609,467,1352,277,0,7,2443,1211,1219
48029029 2095,0,029 2095,,313,192,6,105,10,0,0,101,68,32
48029029 2083,0,029 2083,,1359,300,6,1027,18,0,8,429,291,132
48029029 2036,0,029 2036,,2201,1323,33,769,74,0,2,995,638,340
48029029 2045,0,029 2045,,3682,715,37,2891,26,0,13,1252,884,354
48029029 2055,0,029 2055,,2544,1922,57,328,235,0,2,751,480,261
48029029 2117,0,029 2117,,285,191,2,83,9,0,0,107,65,41
48029029 4155,0,029 4155,,4800,1052,69,3519,137,0,23,1233,912,295
48029029 4157,0,029 4157,,3966,557,66,3281,51,0,11,775,584,175
48029029 2039,0,029 2039,,3572,487,35,2999,43,0,8,822,614,198
48029029 2120,0,029 2120,,458,359,7,79,13,0,0,267,142,125
48029029 1104,0,029 1104,,2255,690,265,1186,104,0,10,1151,663,482
48029029 2041,0,029 2041,,5130,376,185,4528,25,0,16,1329,922,393
48029029 2049,0,029 2049,,6349,734,303,5195,81,0,36,1290,861,420
48029029 2101,0,029 2101,,0,0,0,0,0,0,0,0,0,0
48029029 2046,0,029 2046,,3713,708,22,2935,36,0,12,1290,869,405
48029029 1072,0,029 1072,,3872,1153,607,1844,238,0,30,913,625,280
48029029 1125,0,029 1125,,3893,1066,468,2146,182,0,31,1686,1053,621
48029029 2118,0,029 2118,,155,101,2,46,5,0,1,83,36,46
48029029 2023,0,029 2023,,5689,696,60,4846,68,0,19,1354,1002,333
48029029 2014,0,029 2014,,2657,235,13,2382,16,0,11,592,416,163
48029029 2013,0,029 2013,,2773,249,20,2463,37,0,4,568,411,148
48029029 2042,0,029 2042,,2169,64,85,2001,5,0,14,642,510,120
48029029 2128,0,029 2128,,5362,223,338,4731,20,0,50,735,594,136
48029029 2005,0,029 2005,,2851,261,24,2542,15,0,9,576,401,165
48029029 1080,0,029 1080,,3155,1130,450,1338,188,0,49,1517,1049,450
48029029 2104,0,029 2104,,641,78,3,551,6,0,3,114,94,19
48029029 4015,0,029 4015,,6020,634,153,5153,64,0,16,1018,746,256
48029029 4017,0,029 4017,,5245,1298,215,3617,96,0,19,948,681,249
48029029 2004,0,029 2004,,6573,157,518,5801,48,0,49,758,609,141
48029029 2021,0,029 2021,,4999,152,20,4796,14,0,17,1053,776,260
48029029 2022,0,029 2022,,3558,100,26,3412,9,0,11,603,458,134
48029029 1087,0,029 1087,,4006,611,391,2903,89,0,12,763,539,221
48029029 2074,0,029 2074,,2763,38,17,2699,1,0,8,388,282,99
48029029 4117,0,029 4117,,824,156,43,599,22,0,4,103,71,32
48029029 2012,0,029 2012,,4986,72,2,4848,44,0,20,727,587,132
48029029 2006,0,029 2006,,5702,136,287,5245,9,0,25,894,739,145
48029029 2034,0,029 2034,,2128,59,41,2008,9,0,11,211,168,40
48029029 4001,0,029 4001,,3790,1173,332,2161,102,0,22,712,464,231
48029029 2003,0,029 2003,,6951,133,43,6717,18,0,40,867,684,168
48029029 2015,0,029 2015,,3997,56,14,3900,9,0,18,633,512,115
48029029 1024,0,029 1024,,5232,1481,661,2788,253,0,49,1573,935,622
48029029 2007,0,029 2007,,4642,118,30,4430,34,0,30,635,500,130
48029029 2044,0,029 2044,,5478,196,105,5094,50,0,33,860,647,207
48029029 1002,0,029 1002,,1262,415,221,514,98,0,14,379,218,160
48029029 2020,0,029 2020,,4067,116,864,3044,17,0,26,787,681,96
48029029 1100,0,029 1100,,3408,1003,504,1672,200,0,29,1615,969,621
48029029 2091,0,029 2091,,1330,70,31,1196,22,0,11,201,143,55
48029029 2019,0,029 2019,,4191,75,13,4072,19,0,12,658,521,129
48029029 1099,0,029 1099,,534,130,39,331,24,0,10,121,72,47
48029029 2016,0,029 2016,,3516,39,5,3460,6,0,6,451,371,75
48029029 2033,0,029 2033,,5894,844,797,4166,58,0,29,241,187,50
48029029 2105,0,029 2105,,929,8,0,920,1,0,0,121,94,24
48029029 2011,0,029 2011,,2499,283,47,2147,17,0,5,449,363,80
48029029 1086,0,029 1086,,5139,1227,435,3308,115,0,54,1586,946,624
48029029 2008,0,029 2008,,2584,56,4,2477,18,0,29,481,373,101
48029029 2002,0,029 2002,,3238,52,11,3167,2,0,6,525,416,108
48029029 1076,0,029 1076,,5522,1592,772,2898,204,0,56,1329,786,525
48029029 2043,0,029 2043,,4092,94,230,3674,49,0,45,699,557,131
48029029 2001,0,029 2001,,2374,45,17,2280,17,0,15,228,189,34
48029029 2010,0,029 2010,,1281,54,2,1225,0,0,0,308,255,51
48029029 1001,0,029 1001,,1002,118,11,862,8,0,3,270,208,60
48029029 2017,0,029 2017,,3133,48,7,3066,5,0,7,426,339,81
48029029 2103,0,029 2103,,533,18,0,507,6,0,2,88,68,18
48029029 2070,0,029 2070,,3691,133,18,3511,8,0,21,429,366,56
48029029 2071,0,029 2071,,3125,77,6,3013,12,0,17,375,295,71
48029029 2079,0,029 2079,,2281,51,6,2197,17,0,10,240,197,42
48029029 2075,0,029 2075,,961,17,0,940,3,0,1,152,123,27
48029029 1124,0,029 1124,,4582,1222,469,2729,146,0,16,871,513,346
48029029 4018,0,029 4018,,1482,534,11,920,16,0,1,679,500,162
48029029 1008,0,029 1008,,2982,341,50,2549,35,0,7,642,506,132
48029029 1088,0,029 1088,,4886,81,9,4746,28,0,22,877,697,174
48029029 1084,0,029 1084,,5557,1063,376,3918,167,0,33,987,626,345
48029029 1115,0,029 1115,,1957,527,90,1305,33,0,2,493,283,203
48029029 1070,0,029 1070,,1990,487,140,1272,73,0,18,492,310,176
48029029 2030,0,029 2030,,2663,36,11,2592,12,0,12,500,397,98
48029029 1071,0,029 1071,,2608,898,290,1308,94,0,18,828,454,366
48029029 2009,0,029 2009,,2066,48,0,2001,10,0,7,417,344,69
48029029 1112,0,029 1112,,5510,1488,701,3006,248,0,67,1683,1133,529
48029029 1032,0,029 1032,,2851,74,6,2768,3,0,0,618,487,128
48029029 2029,0,029 2029,,3588,62,36,3451,19,0,20,526,399,124
48029029 1102,0,029 1102,,8,8,0,0,0,0,0,2,2,0
48029029 1082A,0,029 1082A,,2752,733,272,1593,123,0,31,1169,757,402
48029029 2031,0,029 2031,,4437,88,26,4266,39,0,18,530,412,115
48029029 1085,0,029 1085,,4900,853,233,3701,92,0,21,865,503,351
48029029 1003,0,029 1003,,4370,270,42,4021,27,0,10,796,624,157
48029029 1012,0,029 1012,,4835,934,368,3387,121,0,25,1080,642,427
48029029 2032,0,029 2032,,969,13,0,951,5,0,0,240,173,62
48029029 1098,0,029 1098,,2340,71,5,2239,16,0,9,414,305,103
48029029 1079,0,029 1079,,6,0,0,6,0,0,0,0,0,0
48029029 1031,0,029 1031,,3782,202,34,3494,45,0,7,612,460,146
48029029 1034,0,029 1034,,753,497,118,93,37,0,8,41,9,30
48029029 1033,0,029 1033,,4939,1001,231,3621,70,0,16,824,485,325
48029029 1035,0,029 1035,,8523,5013,1677,1134,635,0,64,353,175,177
48029029 2018,0,029 2018,,2852,155,9,2667,6,0,15,701,515,184
48029029 1029,0,029 1029,,2561,76,35,2420,17,0,13,580,454,122
48029029 1092,0,029 1092,,984,25,0,952,1,0,6,186,129,55
48029029 1082B,0,029 1082B,,512,78,51,367,11,0,5,217,141,75
48029029 2096,0,029 2096,,329,29,1,291,7,0,1,87,60,27
48029029 1010,0,029 1010,,1787,125,28,1584,34,0,16,271,200,67
48029029 1078,0,029 1078,,1128,61,12,1049,3,0,3,222,166,51
48029029 1030,0,029 1030,,523,259,112,105,41,0,6,20,4,15
48029029 1013,0,029 1013,,5154,254,8,4857,18,0,17,1149,853,276
48029029 1077,0,029 1077,,3582,206,6,3354,10,0,6,763,587,164
48029029 1106,0,029 1106,,53,5,0,47,1,0,0,19,14,5
48029029 1105,0,029 1105,,45,2,0,43,0,0,0,7,6,1
48029029 1036,0,029 1036,,4760,1634,189,2791,125,0,21,1593,778,795
48029029 1004,0,029 1004,,2949,287,56,2578,2,0,26,398,313,81
48029029 1005,0,029 1005,,2310,96,4,2195,10,0,5,408,303,100
48029029 1006,0,029 1006,,5065,167,1,4876,19,0,2,1876,1322,536
48029029 1095,0,029 1095,,967,630,170,111,43,0,13,262,110,147
48029029 1007,0,029 1007,,2441,160,8,2230,23,0,20,693,521,168
48029029 1027,0,029 1027,,557,50,10,491,6,0,0,53,40,12
48029029 1117,0,029 1117,,924,483,205,160,54,0,22,35,21,14
48029029 1107,0,029 1107,,798,77,29,681,8,0,3,76,57,18
48029029 1026,0,029 1026,,3813,239,9,3508,32,0,25,600,474,121
48029029 1093,0,029 1093,,82,12,0,63,7,0,0,15,10,5
48029029 1014,0,029 1014,,3459,75,40,3312,20,0,12,573,469,94
48029029 1119,0,029 1119,,0,0,0,0,0,0,0,0,0,0
48029029 1028,0,029 1028,,2314,185,4,2106,18,0,1,452,341,105
48029029 1097,0,029 1097,,1977,100,0,1866,10,0,1,343,256,86
48029029 1015,0,029 1015,,3432,82,6,3317,19,0,8,655,488,159
48029029 1017,0,029 1017,,1741,246,6,1470,18,0,1,321,213,103
48053053 0023,0,053 0023,,3002,2556,42,359,43,0,2,1026,259,757
48053053 0002,0,053 0002,,3134,1979,305,803,39,0,8,572,209,357
48059059 0006,0,059 0006,,1299,1211,7,65,16,0,0,509,87,414
48061061 0064,0,061 0064,,4587,991,17,3545,22,0,12,947,479,454
48061061 0081,0,061 0081,,2862,277,2,2568,16,0,-1,581,371,205
48061061 0056,0,061 0056,,4401,1129,43,3147,71,0,11,977,452,510
48061061 0078,0,061 0078,,4119,692,7,3391,14,0,15,822,445,370
48061061 0084,0,061 0084,,3499,1206,19,2203,65,0,6,857,393,457
48061061 0080,0,061 0080,,7908,3147,38,4643,62,0,18,1949,787,1139
48061061 0039,0,061 0039,,3807,111,37,3643,4,0,12,492,370,122
48061061 0042,0,061 0042,,3425,168,18,3218,12,0,9,397,315,81
48061061 0035,0,061 0035,,3817,1134,42,2596,28,0,17,856,370,466
48061061 034B,0,061 034B,,208,25,0,179,4,0,0,5,3,2
48061061 0032B,0,061 0032B,,299,48,3,237,4,0,7,63,33,28
48061061 0032A,0,061 0032A,,4722,1614,29,3016,57,0,6,999,532,451
48061061 0033,0,061 0033,,2991,303,9,2648,7,0,24,250,172,77
48061061 0066,0,061 0066,,8748,1411,24,7218,71,0,24,1488,748,726
48061061 0067,0,061 0067,,3598,1255,23,2213,62,0,45,1204,499,682
48061061 0030,0,061 0030,,2630,999,9,1573,46,0,3,663,290,358
48061061 0050,0,061 0050,,8074,1406,20,6554,57,0,37,1729,992,716
48061061 034A,0,061 034A,,95,18,0,77,0,0,0,0,0,0
48061061 0031,0,061 0031,,1827,306,7,1494,16,0,4,314,177,129
48061061 0041,0,061 0041,,5879,323,57,5461,21,0,17,959,653,298
48061061 0036,0,061 0036,,6795,677,86,5948,64,0,20,1111,779,324
48061061 0065,0,061 0065,,5405,972,1,4400,23,0,9,998,645,338
48061061 0044,0,061 0044,,5600,2966,70,2324,235,0,5,1677,606,1053
48061061 0029,0,061 0029,,4985,2113,9,2808,46,0,9,1169,529,620
48061061 0079,0,061 0079,,4255,1460,44,2519,223,0,9,718,348,358
48061061 002A,0,061 002A,,0,0,0,0,0,0,0,0,0,0
48061061 0043,0,061 0043,,4492,327,33,4088,21,0,23,732,456,262
48061061 0093,0,061 0093,,402,93,0,302,7,0,0,52,32,19
48061061 0085,0,061 0085,,1243,412,5,814,4,0,8,377,181,191
48061061 0094,0,061 0094,,340,96,0,239,5,0,0,103,41,62
48061061 0021,0,061 0021,,6548,578,18,5888,41,0,23,865,598,246
48061061 0092,0,061 0092,,77,16,0,61,0,0,0,12,4,8
48061061 0091,0,061 0091,,1407,1087,1,313,6,0,0,350,169,176
48061061 0090,0,061 0090,,450,77,0,372,1,0,0,62,33,29
48061061 0040,0,061 0040,,4884,176,0,4682,16,0,10,710,529,169
48061061 0089,0,061 0089,,80,11,0,69,0,0,0,5,0,5
48061061 0023,0,061 0023,,506,62,0,436,8,0,0,107,56,51
48061061 0022,0,061 0022,,4892,234,0,4634,13,0,11,888,647,239
48061061 0019,0,061 0019,,4200,494,6,3655,24,0,21,704,429,263
48061061 0018,0,061 0018,,6071,270,2,5771,22,0,6,990,733,252
48061061 0051,0,061 0051,,2654,147,6,2482,18,0,1,332,251,79
48029029 1103,0,029 1103,,2338,470,690,1159,3,0,16,246,129,115
48029029 1037,0,029 1037,,6130,1218,408,4304,144,0,56,1117,696,412
48029029 1016,0,029 1016,,2578,125,3,2429,10,0,11,504,389,112
48029029 1018,0,029 1018,,5735,507,20,5164,32,0,12,973,716,249
48029029 1023,0,029 1023,,3690,101,5,3532,42,0,10,754,586,162
48029029 1038,0,029 1038,,4590,1046,300,3137,75,0,32,1267,771,480
48029029 1021,0,029 1021,,3920,292,8,3585,26,0,9,837,624,204
48029029 1022,0,029 1022,,5407,266,8,5083,30,0,20,1092,836,244
48029029 1025,0,029 1025,,2719,99,6,2583,11,0,20,484,372,101
48029029 1121,0,029 1121,,0,0,0,0,0,0,0,1,1,0
48029029 1040,0,029 1040,,5611,277,10,5301,16,0,7,929,721,197
48029029 1020,0,029 1020,,4865,790,14,4001,51,0,9,1165,788,363
48029029 1039,0,029 1039,,9683,811,294,8400,121,0,57,960,717,236
48029029 1122,0,029 1122,,0,0,0,0,0,0,0,0,0,0
48029029 1075,0,029 1075,,6069,842,261,4843,92,0,31,824,560,260
48029029 1094,0,029 1094,,657,193,0,454,10,0,0,296,183,108
48029029 1041,0,029 1041,,5262,200,8,5009,26,0,19,946,752,184
48029029 1045,0,029 1045,,4720,258,36,4371,31,0,24,1086,807,256
48029029 1050,0,029 1050,,2962,612,20,2281,42,0,7,689,474,209
48029029 1049,0,029 1049,,6048,574,27,5385,40,0,22,1092,780,299
48029029 1047,0,029 1047,,4024,374,17,3607,19,0,7,858,613,235
48029029 1046,0,029 1046,,4940,428,36,4437,19,0,20,863,649,201
48029029 1051,0,029 1051,,4641,1074,28,3477,51,0,11,982,598,371
48029029 1061,0,029 1061,,6165,547,262,5237,94,0,25,901,656,234
48029029 1052,0,029 1052,,3621,823,23,2720,41,0,14,924,598,318
48029029 1048,0,029 1048,,5007,693,27,4233,34,0,20,979,706,262
48029029 1042,0,029 1042,,3265,96,2,3145,14,0,8,785,604,172
48029029 1060,0,029 1060,,3300,106,8,3163,12,0,11,801,637,156
48029029 1054,0,029 1054,,3837,702,15,3078,33,0,9,1026,743,273
48029029 1044,0,029 1044,,4255,231,23,3984,7,0,10,1049,809,228
48037037 0020,0,037 0020,,1237,590,590,38,14,0,5,525,245,279
48037037 0015,0,037 0015,,925,736,145,11,31,0,2,341,50,289
48037037 0010,0,037 0010,,2285,1957,239,55,35,0,-1,1255,236,1014
48037037 0014,0,037 0014,,4111,3115,842,62,86,0,6,1485,461,1020
48037037 0011,0,037 0011,,3158,2868,189,54,47,0,0,1569,253,1307
48037037 005C,0,037 005C,,4597,4346,115,57,76,0,3,2566,486,2067
48037037 006A,0,037 006A,,3980,3338,441,80,120,0,1,1497,353,1133
48037037 0025,0,037 0025,,2004,1736,182,53,33,0,0,882,211,662
48037037 006B,0,037 006B,,2780,2536,99,49,93,0,3,1631,287,1339
48037037 004B,0,037 004B,,2301,1805,426,38,29,0,3,1131,347,782
48037037 003A,0,037 003A,,3674,2688,794,114,62,0,16,1324,462,847
48037037 0009,0,037 0009,,3833,3026,588,142,71,0,6,1668,549,1108
48037037 005B,0,037 005B,,2000,1368,540,50,37,0,5,449,227,219
48037037 004C,0,037 004C,,1388,648,643,67,19,0,11,598,305,290
48037037 001A,0,037 001A,,2014,287,1597,104,18,0,8,575,486,86
48037037 003B,0,037 003B,,2544,1139,1275,75,50,0,5,295,205,89
48037037 004A,0,037 004A,,1009,351,577,71,6,0,4,218,181,35
48037037 005A,0,037 005A,,1755,1030,643,57,21,0,4,208,81,124
48037037 002C,0,037 002C,,1589,373,1157,35,17,0,7,649,567,79
48037037 0007,0,037 0007,,5616,4473,879,161,95,0,8,2420,772,1632
48037037 001B,0,037 001B,,3119,524,2456,87,33,0,19,811,590,218
48037037 002A,0,037 002A,,1779,230,1500,30,13,0,6,782,605,174
48037037 002B,0,037 002B,,2531,1210,1236,56,27,0,2,274,171,101
48037037 008A,0,037 008A,,1330,631,646,25,22,0,6,492,326,162
48039039 0024,0,039 0024,,3304,2229,276,733,54,0,12,892,294,589
48039039 0048,0,039 0048,,6641,3016,484,2930,178,0,33,1406,523,867
48039039 0007,0,039 0007,,4131,1466,439,2173,50,0,3,544,300,238
48039039 0037,0,039 0037,,3801,877,781,2084,40,0,19,525,397,123
48039039 0018,0,039 0018,,3820,1873,376,1493,55,0,23,746,346,395
48049049 0215,0,049 0215,,298,274,8,10,6,0,0,181,22,159
48001001 0017,0,001 0017,,1393,1064,203,116,9,0,1,562,163,399
48001001 0020,0,001 0020,,1724,982,358,352,31,0,1,714,176,534
48001001 0014,0,001 0014,,1068,867,109,81,11,0,0,434,136,295
48001001 0007,0,001 0007,,3273,555,1577,1094,30,0,17,677,531,143
48001001 0008,0,001 0008,,965,262,438,242,21,0,2,139,113,26
48001001 0013,0,001 0013,,1592,1215,152,183,38,0,4,633,204,425
48001001 0006,0,001 0006,,1495,398,885,194,15,0,3,694,463,228
48001001 0001,0,001 0001,,3595,2659,603,249,77,0,7,1255,323,918
48009009 0014,0,009 0014,,0,0,0,0,0,0,0,0,0,0
48009009 0006,0,009 0006,,1769,1705,1,41,22,0,0,802,158,636
48011011 0301,0,011 0301,,386,371,0,13,2,0,0,185,23,160
48011011 0201,0,011 0201,,328,287,2,38,1,0,0,126,25,101
48013013 0017,0,013 0017,,4208,647,9,3525,16,0,11,879,599,274
48013013 0020,0,013 0020,,4646,3214,32,1347,49,0,4,1493,425,1058
48013013 0019A,0,013 0019A,,1213,608,43,541,20,0,1,211,69,141
48017017 0004A,0,017 0004A,,1315,531,11,754,18,0,1,432,169,261
48017017 0006A,0,017 0006A,,1266,219,40,992,8,0,7,277,166,109
48017017 0004B,0,017 0004B,,12,11,0,1,0,0,0,1,0,1
48029029 2076,0,029 2076,,2886,1353,190,1220,106,0,17,1443,757,665
48029029 3011,0,029 3011,,3125,2150,46,825,100,0,4,1631,666,948
48029029 3050,0,029 3050,,1962,1396,96,402,64,0,4,825,326,492
48029029 3163,0,029 3163,,106,79,1,26,0,0,0,26,14,12
48029029 3151,0,029 3151,,910,472,15,376,39,0,8,249,137,111
48029029 3199,0,029 3199,,12,1,0,9,2,0,0,8,3,5
48029029 3004,0,029 3004,,5776,2242,432,2703,329,0,70,1244,812,412
48029029 3072,0,029 3072,,4008,1143,460,2161,188,0,56,487,306,178
48029029 2037,0,029 2037,,2253,1246,105,817,83,0,2,1010,449,555
48029029 3166,0,029 3166,,407,267,0,128,11,0,1,128,54,74
48029029 3173,0,029 3173,,113,74,0,36,3,0,0,19,12,7
48029029 3138,0,029 3138,,309,142,20,130,15,0,2,114,55,56
48029029 2084,0,029 2084,,2848,1864,88,810,81,0,5,1404,608,774
48029029 3162,0,029 3162,,270,187,6,67,9,0,1,121,51,69
48029029 3152,0,029 3152,,1104,726,40,268,69,0,1,296,178,115
48029029 2072,0,029 2072,,5924,2492,514,2651,228,0,39,1871,1011,841
48029029 2108,0,029 2108,,3941,2629,139,1043,123,0,7,1809,701,1090
48029029 3014,0,029 3014,,5311,1541,606,2846,262,0,56,1032,677,338
48029029 3137,0,029 3137,,65,44,0,21,0,0,0,11,7,4
48029029 3118,0,029 3118,,1492,915,159,352,56,0,10,613,266,340
48029029 3051,0,029 3051,,3588,1835,505,843,378,0,27,873,471,385
48029029 3008,0,029 3008,,27,16,0,11,0,0,0,9,2,7
48029029 4050,0,029 4050,,2487,1620,250,524,81,0,12,1058,403,644
48029029 3136,0,029 3136,,667,451,1,200,15,0,0,354,137,215
48029029 3175,0,029 3175,,236,152,2,74,8,0,0,114,47,66
48029029 4189,0,029 4189,,125,96,8,19,2,0,0,50,19,31
48029029 2097,0,029 2097,,3921,1447,281,2036,124,0,33,1292,697,582
48029029 4111,0,029 4111,,1263,318,248,651,35,0,11,168,110,56
48029029 3168,0,029 3168,,159,67,14,69,9,0,0,82,49,32
48029029 3032,0,029 3032,,2241,1076,103,853,194,0,15,911,468,434
48029029 3031,0,029 3031,,2200,988,157,946,88,0,21,844,516,317
48029029 2142,0,029 2142,,0,0,0,0,0,0,0,0,0,0
48029029 3010,0,029 3010,,2629,999,138,1421,52,0,19,797,423,361
48029029 3180,0,029 3180,,11,8,0,3,0,0,0,0,0,0
48029029 3165,0,029 3165,,42,25,1,16,0,0,0,0,0,0
48029029 3041,0,029 3041,,2342,1633,18,619,69,0,3,1198,477,708
48029029 2137,0,029 2137,,1177,601,28,518,26,0,4,431,222,203
48029029 2132,0,029 2132,,826,353,69,382,18,0,4,127,86,39
48029029 2155,0,029 2155,,5,5,0,0,0,0,0,1,1,0
48029029 3145,0,029 3145,,536,265,35,169,62,0,5,130,85,43
48029029 2156,0,029 2156,,0,0,0,0,0,0,0,0,0,0
48029029 2086,0,029 2086,,2765,1328,188,1052,185,0,12,1450,696,736
48029029 3171,0,029 3171,,657,354,25,251,22,0,5,183,109,71
48029029 2129,0,029 2129,,433,43,20,361,5,0,4,99,57,40
48029029 3169,0,029 3169,,3996,1485,283,1919,271,0,38,1069,672,382
48029029 2135,0,029 2135,,0,0,0,0,0,0,0,0,0,0
48029029 2121,0,029 2121,,1097,313,4,755,23,0,2,295,174,119
48029029 3057,0,029 3057,,3022,881,210,1872,52,0,7,497,327,161
48029029 4193,0,029 4193,,0,0,0,0,0,0,0,1,1,0
48029029 3179,0,029 3179,,0,0,0,0,0,0,0,0,0,0
48029029 3189,0,029 3189,,0,0,0,0,0,0,0,0,0,0
48029029 3139,0,029 3139,,1962,985,75,823,70,0,9,686,327,343
48029029 2144,0,029 2144,,2860,1237,5,1557,57,0,4,1074,561,502
48029029 2093,0,029 2093,,878,379,42,418,34,0,5,349,152,190
48029029 2153,0,029 2153,,251,251,0,0,0,0,0,124,75,48
48029029 3198,0,029 3198,,8,8,0,0,0,0,0,8,1,7
48029029 2138,0,029 2138,,2302,828,71,1347,44,0,12,478,233,238
48029029 4046,0,029 4046,,5215,3326,514,1069,281,0,25,2060,858,1177
48029029 4102,0,029 4102,,2489,1015,544,693,207,0,30,395,249,141
48029029 3049,0,029 3049,,2918,2400,80,394,41,0,3,1493,472,1010
48029029 2089,0,029 2089,,761,308,52,356,39,0,6,212,101,107
48029029 2087,0,029 2087,,2838,1449,216,1075,86,0,12,1233,602,624
48029029 3027,0,029 3027,,2133,1722,28,344,28,0,11,1006,358,638
48029029 2100,0,029 2100,,2263,716,18,1498,25,0,6,599,351,242
48029029 2067,0,029 2067,,81,24,12,38,6,0,1,33,18,14
48029029 3170,0,029 3170,,1192,570,64,397,157,0,4,322,193,126
48029029 2114,0,029 2114,,5202,1747,173,3166,89,0,27,1120,649,449
48029029 2127,0,029 2127,,4043,1835,402,1593,205,0,8,1354,652,693
48029029 2154,0,029 2154,,395,395,0,0,0,0,0,160,85,73
48029029 3107,0,029 3107,,2788,1592,103,915,165,0,13,973,541,418
48029029 2126,0,029 2126,,3452,1207,111,2014,113,0,7,720,413,291
48029029 2064,0,029 2064,,4073,1358,31,2617,53,0,14,1300,756,535
48029029 2125,0,029 2125,,390,204,42,111,31,0,2,177,86,89
48029029 2134,0,029 2134,,91,63,0,23,5,0,0,38,17,21
48029029 3127,0,029 3127,,1081,585,90,356,45,0,5,314,198,112
48029029 2112,0,029 2112,,2173,943,45,1079,104,0,2,998,525,459
48029029 3167,0,029 3167,,75,70,0,5,0,0,0,10,0,10
48029029 4158,0,029 4158,,414,183,21,199,9,0,2,95,52,43
48029029 4154,0,029 4154,,1113,522,85,419,86,0,1,387,168,215
48029029 2141,0,029 2141,,4502,1904,405,1944,236,0,13,1928,993,921
48029029 3038,0,029 3038,,563,185,6,358,10,0,4,178,82,96
48029029 3174,0,029 3174,,2251,749,173,1174,137,0,18,558,339,213
48029029 4047,0,029 4047,,3265,1084,492,1450,168,0,71,600,352,245
48029029 3003,0,029 3003,,4827,1294,509,2837,165,0,22,563,362,194
48029029 4140,0,029 4140,,33,21,2,5,1,0,4,7,4,3
48029029 3015,0,029 3015,,5649,2288,330,2543,449,0,39,1451,774,654
48029029 2078,0,029 2078,,6330,1964,430,3694,199,0,43,1332,815,507
48029029 2111,0,029 2111,,3803,1931,96,1668,98,0,10,1557,646,892
48029029 3048,0,029 3048,,2354,1738,148,415,48,0,5,1088,429,650
48029029 2107,0,029 2107,,857,270,0,571,14,0,2,241,137,101
48029029 2146,0,029 2146,,4659,1914,424,2110,195,0,16,1123,586,533
48029029 3160,0,029 3160,,2953,1207,215,1336,180,0,15,806,489,308
48029029 2131,0,029 2131,,415,238,8,163,6,0,0,139,80,58
48029029 2102,0,029 2102,,1740,752,212,655,107,0,14,703,369,327
48029029 3047,0,029 3047,,2478,2152,21,266,38,0,1,1362,559,785
48029029 2119,0,029 2119,,270,141,25,83,20,0,1,30,12,18
48029029 3116,0,029 3116,,2255,1123,26,1056,41,0,9,1123,531,577
48029029 3046,0,029 3046,,2089,1669,24,365,27,0,4,1097,450,632
48029029 4048,0,029 4048,,1194,520,67,545,50,0,12,396,215,178
48029029 4141,0,029 4141,,342,174,12,147,6,0,3,100,38,61
48029029 2038,0,029 2038,,1014,600,9,382,18,0,5,468,255,208
48029029 2113,0,029 2113,,537,240,6,284,7,0,0,181,124,56
48029029 2130,0,029 2130,,516,41,11,459,1,0,4,76,43,31
48029029 2148,0,029 2148,,3329,1627,74,1474,133,0,21,1342,683,641
48029029 2073,0,029 2073,,2893,628,45,2167,47,0,6,633,369,258
48029029 2082,0,029 2082,,3937,844,111,2905,48,0,29,733,428,297
48029029 3009,0,029 3009,,852,461,7,331,52,0,1,435,194,239
48029029 2098,0,029 2098,,3368,828,142,2314,64,0,20,656,402,248
48029029 2077,0,029 2077,,3535,1712,195,1483,131,0,14,1461,754,693
48029029 3002,0,029 3002,,3422,793,181,2364,66,0,18,515,315,193
48029029 2145,0,029 2145,,547,254,30,245,18,0,0,271,120,148
48029029 2124,0,029 2124,,9,9,0,0,0,0,0,1,1,0
48029029 3126,0,029 3126,,0,0,0,0,0,0,0,0,0,0
48029029 2080,0,029 2080,,2222,622,30,1527,23,0,20,495,320,171
48029029 2136,0,029 2136,,965,247,40,656,18,0,4,129,81,47
48029029 2116,0,029 2116,,0,0,0,0,0,0,0,0,0,0
48029029 2088,0,029 2088,,4158,1614,299,2080,121,0,44,1381,780,585
48029029 2110,0,029 2110,,1226,554,37,592,31,0,12,575,287,278
48029029 2062,0,029 2062,,2029,667,15,1305,41,0,1,664,368,289
48029029 3140,0,029 3140,,738,350,8,361,19,0,0,260,155,104
48029029 3143,0,029 3143,,586,228,105,226,25,0,2,191,99,90
48029029 3141,0,029 3141,,3476,1792,178,1374,117,0,15,926,479,432
