GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote
48085085 0015,0,085 0015,,5221,2782,308,1550,576,0,5,1385,552,813
48085085 0105,0,085 0105,,2838,2009,152,221,456,0,0,695,252,434
48085085 0028,0,085 0028,,5513,4216,289,297,702,0,9,1880,755,1104
48121121 0217,0,121 0217,,6653,4405,856,685,695,0,12,2195,1035,1142
48085085 0133,0,085 0133,,3249,2731,79,371,67,0,1,1248,448,786
48449449 0007,0,449 0007,,1806,1364,183,238,17,0,4,681,194,477
48169169 0005,0,169 0005,,53,14,0,39,0,0,0,17,2,15
48237237 0005,0,237 0005,,525,435,11,76,3,0,0,171,32,137
48223223 0003,0,223 0003,,2708,2184,281,203,36,0,4,921,249,664
48449449 0004,0,449 0004,,814,706,19,84,4,0,1,405,98,302
48159159 0401,0,159 0401,,1598,1513,5,59,21,0,0,772,141,618
48445445 02-8,0,445 02-8,,972,436,1,520,12,0,3,328,89,236
48085085 0150,0,085 0150,,748,689,8,38,13,0,0,195,52,142
48305305 0011,0,305 0011,,135,86,0,48,1,0,0,56,10,46
48503503 0016,0,503 0016,,346,319,6,13,7,0,1,162,16,146
48305305 0004,0,305 0004,,571,346,4,217,3,0,1,272,50,219
48305305 0013,0,305 0013,,215,143,1,68,3,0,0,98,10,86
48305305 0002,0,305 0002,,643,325,4,310,3,0,1,251,72,178
48305305 0008,0,305 0008,,140,101,0,39,0,0,0,28,11,17
48159159 0201,0,159 0201,,853,742,19,79,13,0,0,379,78,294
48085085 0037,0,085 0037,,4405,4065,19,221,95,0,5,1257,270,970
48169169 0002,0,169 0002,,190,118,17,48,7,0,0,85,17,68
48169169 0007,0,169 0007,,958,417,46,480,13,0,2,298,103,191
48121121 0115,0,121 0115,,6753,4728,118,1699,208,0,0,2697,1198,1487
48223223 002A,0,223 002A,,1949,883,920,128,13,0,5,719,438,273
48223223 0001,0,223 0001,,3067,2507,274,233,50,0,3,1236,316,910
48085085 0008,0,085 0008,,5551,4675,56,670,145,0,5,1376,378,976
48223223 0002,0,223 0002,,2521,1903,371,224,22,0,1,912,285,622
48169169 0009,0,169 0009,,745,227,72,433,4,0,9,178,54,121
48169169 009B,0,169 009B,,21,18,1,1,1,0,0,4,1,3
48503503 0020,0,503 0020,,313,289,6,11,7,0,0,165,27,137
48503503 0023,0,503 0023,,2125,1760,45,297,23,0,0,829,191,623
48503503 0011,0,503 0011,,1780,1470,52,223,35,0,0,653,143,501
48447447 4005,0,447 4005,,172,160,0,8,4,0,0,72,15,57
48223223 0024,0,223 0024,,912,864,3,43,2,0,0,443,104,337
48231231 0110,0,231 0110,,969,785,46,109,28,0,1,402,103,292
48343343 0102,0,343 0102,,694,253,399,33,9,0,0,335,261,74
48169169 0006,0,169 0006,,214,175,13,24,2,0,0,84,8,76
48223223 0013,0,223 0013,,1752,1266,84,385,15,0,2,572,139,430
48121121 0411,0,121 0411,,10165,8956,121,783,296,0,9,4335,1261,3039
48445445 04-4,0,445 04-4,,2574,1045,286,1191,45,0,7,522,217,299
48263263 0202,0,263 0202,,125,114,1,9,1,0,0,72,10,61
48447447 0001,0,447 0001,,421,397,1,22,1,0,0,234,38,194
48207207 0008,0,207 0008,,178,142,0,34,2,0,0,102,42,58
48433433 0005,0,433 0005,,52,41,0,10,1,0,0,25,6,19
48207207 0007,0,207 0007,,246,172,1,70,3,0,0,60,9,51
48503503 0005,0,503 0005,,3687,3242,18,383,40,0,4,1562,242,1311
48445445 01-1,0,445 01-1,,1529,1107,5,408,7,0,2,782,181,599
48223223 0025,0,223 0025,,462,415,8,36,4,0,-1,190,35,149
48231231 0326,0,231 0326,,3827,3380,222,134,87,0,4,1927,420,1483
48231231 0319,0,231 0319,,879,789,35,37,18,0,0,451,93,349
48343343 0401,0,343 0401,,2728,2223,402,56,47,0,0,1221,367,846
48085085 0146,0,085 0146,,6304,5062,498,427,285,0,32,2735,1123,1585
48085085 0127,0,085 0127,,5677,4902,187,373,215,0,0,2186,848,1303
48433433 0007,0,433 0007,,273,234,13,23,2,0,1,172,48,124
48433433 0008,0,433 0008,,218,178,6,31,3,0,0,96,27,67
48433433 0006,0,433 0006,,54,45,1,7,1,0,0,32,8,24
48067067 0011,0,067 0011,,1149,718,413,2,16,0,0,406,171,232
48237237 0008,0,237 0008,,245,224,0,19,2,0,0,84,11,73
48207207 0005,0,207 0005,,614,476,14,120,3,0,1,251,94,153
48085085 0092,0,085 0092,,5351,3632,313,1278,115,0,13,1786,676,1090
48343343 0101,0,343 0101,,1354,518,711,105,15,0,5,406,326,77
48121121 0117,0,121 0117,,9433,5529,183,3121,590,0,10,4391,1483,2883
48497497 0016,0,497 0016,,3224,2968,9,200,45,0,2,1113,210,895
48447447 0002,0,447 0002,,386,317,0,60,9,0,0,188,32,156
48237237 0004,0,237 0004,,760,700,4,46,10,0,0,276,51,219
48207207 0010,0,207 0010,,214,171,6,36,1,0,0,108,27,81
48067067 0010,0,067 0010,,199,169,27,0,3,0,0,87,12,75
48497497 0012,0,497 0012,,3102,2834,22,196,49,0,1,882,205,673
48449449 0006,0,449 0006,,2271,1890,56,299,27,0,-1,933,230,688
48231231 0428,0,231 0428,,5952,4055,1313,382,186,0,16,1584,801,769
48231231 0433,0,231 0433,,484,436,13,27,8,0,0,192,39,152
48305305 0007,0,305 0007,,58,44,1,13,0,0,0,32,1,31
48305305 0012,0,305 0012,,316,112,7,191,4,0,2,86,46,39
48067067 0002,0,067 0002,,662,459,165,27,11,0,0,279,106,171
48085085 0111,0,085 0111,,8521,6159,250,1948,138,0,26,3748,1146,2574
48433433 0009,0,433 0009,,406,331,5,60,8,0,2,183,57,122
48121121 0131,0,121 0131,,8771,7904,140,324,392,0,11,3966,1088,2864
48207207 0009,0,207 0009,,386,366,1,16,3,0,0,160,37,119
48085085 0117,0,085 0117,,5434,4462,276,382,309,0,5,2287,903,1366
48159159 0101,0,159 0101,,2001,1779,86,112,24,0,0,841,205,620
48223223 0005,0,223 0005,,957,814,6,117,21,0,-1,308,58,248
48433433 0003,0,433 0003,,72,60,0,12,0,0,0,23,6,17
48121121 0407,0,121 0407,,5572,5027,44,342,158,0,1,2361,577,1759
48231231 0103,0,231 0103,,820,781,3,23,13,0,0,427,68,355
48121121 0233,0,121 0233,,851,803,5,32,11,0,0,193,71,119
48447447 3003,0,447 3003,,442,396,0,44,2,0,0,188,53,135
48063063 2002,0,063 2002,,2041,1447,237,334,18,0,5,757,222,531
48063063 4001,0,063 4001,,2713,1810,424,458,21,0,0,979,337,633
48067067 0021,0,067 0021,,350,336,5,6,2,0,1,164,27,135
48231231 0216,0,231 0216,,4923,4356,150,350,61,0,6,2280,441,1816
48397397 003C,0,397 003C,,3174,2954,37,99,84,0,0,1324,205,1105
48439439 4532,0,439 4532,,1542,1470,6,50,16,0,0,848,200,643
48113113 2143,0,113 2143,,6352,3736,1105,1043,446,0,22,2345,1236,1093
48367367 0111,0,367 0111,,1434,1333,0,70,31,0,0,481,131,345
48315315 0007,0,315 0007,,1124,443,653,8,18,0,2,472,287,183
48113113 2146,0,113 2146,,6236,4229,933,747,303,0,24,1447,767,655
48113113 4636,0,113 4636,,3098,2118,201,297,474,0,8,1257,493,757
48113113 4635,0,113 4635,,3918,1820,465,373,1253,0,7,520,369,144
48113113 2144,0,113 2144,,7432,4599,1516,875,414,0,28,2291,1247,1023
48439439 3457,0,439 3457,,0,0,0,0,0,0,0,0,0,0
48439439 3389,0,439 3389,,5181,4208,245,430,292,0,6,2336,991,1325
48315315 0004,0,315 0004,,768,583,156,16,9,0,4,322,114,204
48439439 3216,0,439 3216,,4424,3608,160,350,306,0,0,2134,815,1297
48439439 3566,0,439 3566,,0,0,0,0,0,0,0,0,0,0
48439439 4340,0,439 4340,,3713,3388,5,237,82,0,1,1268,355,897
48363363 0003,0,363 0003,,1092,1009,1,61,21,0,0,525,89,432
48363363 0007,0,363 0007,,803,756,0,35,12,0,0,335,71,259
48367367 0240,0,367 0240,,3969,3565,21,312,67,0,4,1252,269,977
48367367 0125,0,367 0125,,3315,3036,12,186,80,0,1,1143,232,898
48439439 3035,0,439 3035,,4699,4341,26,187,144,0,1,2367,724,1613
48439439 3039,0,439 3039,,4214,3906,42,167,99,0,0,2207,557,1636
48113113 2113,0,113 2113,,9996,5332,1565,2312,770,0,17,3072,1637,1398
48439439 3043,0,439 3043,,4298,3839,18,405,36,0,0,2257,690,1552
48363363 0013,0,363 0013,,308,295,0,9,4,0,0,151,26,124
48151151 0006,0,151 0006,,259,213,4,36,6,0,0,91,42,49
48439439 4375,0,439 4375,,2495,2197,32,185,78,0,3,1335,332,995
48253253 0004,0,253 0004,,257,209,6,40,3,0,-1,99,28,69
48113113 4631,0,113 4631,,10028,3095,2596,3031,1251,0,55,1863,1247,600
48113113 4630,0,113 4630,,11204,4420,3348,1903,1503,0,30,2538,1865,656
48439439 3335,0,439 3335,,3562,2993,101,303,161,0,4,1580,495,1069
48113113 4647,0,113 4647,,876,398,98,257,118,0,5,226,89,131
48467467 0015,0,467 0015,,2385,2231,15,103,36,0,0,809,212,586
48203203 0016,0,203 0016,,779,657,111,4,7,0,0,325,80,241
48367367 0100,0,367 0100,,4237,3889,5,259,84,0,0,2026,491,1520
48439439 3511,0,439 3511,,3538,2400,281,304,543,0,10,1772,904,848
48257257 0008,0,257 0008,,4983,2753,566,1580,84,0,0,750,266,475
48113113 4632,0,113 4632,,2414,1615,202,259,335,0,3,1027,449,568
48315315 0006,0,315 0006,,1390,836,524,10,21,0,-1,568,262,305
48439439 3372,0,439 3372,,15510,12235,149,1432,1693,0,1,8102,2725,5308
48439439 3529,0,439 3529,,2598,2428,54,62,54,0,0,1439,364,1068
48439439 3417,0,439 3417,,911,911,0,0,0,0,0,462,176,283
48439439 3422,0,439 3422,,3470,3308,12,69,76,0,5,1878,408,1455
48439439 3286,0,439 3286,,2924,2800,10,64,50,0,0,1567,328,1226
48439439 3576,0,439 3576,,0,0,0,0,0,0,0,0,0,0
48113113 1805,0,113 1805,,2812,2349,61,127,271,0,4,1395,675,707
48113113 2104,0,113 2104,,5578,3020,804,534,1205,0,15,1923,1012,889
48113113 2112,0,113 2112,,2920,1692,420,188,614,0,6,1376,617,746
48113113 1407,0,113 1407,,8853,4137,411,3147,1132,0,26,2127,972,1123
48439439 4044,0,439 4044,,7232,6311,135,506,280,0,0,3675,1060,2591
48257257 0027,0,257 0027,,3229,2833,79,270,40,0,7,1105,296,805
48113113 2145,0,113 2145,,6782,4520,967,767,518,0,10,2584,1215,1351
48439439 4373,0,439 4373,,604,521,8,54,21,0,0,105,41,64
48439439 4284,0,439 4284,,332,305,1,24,2,0,0,156,37,117
48363363 0012,0,363 0012,,606,554,2,39,11,0,0,277,58,214
48315315 0009,0,315 0009,,719,577,117,13,8,0,4,292,110,179
48439439 3391,0,439 3391,,6368,4464,448,812,633,0,11,1573,778,784
48459459 0015,0,459 0015,,4966,3958,704,225,68,0,11,1863,495,1349
48113113 4623,0,113 4623,,3713,2223,329,894,263,0,4,1164,533,619
48113113 4622,0,113 4622,,7568,3354,1714,1550,894,0,56,1934,1261,659
48459459 0019,0,459 0019,,1551,1416,10,105,20,0,0,540,93,439
48363363 0009,0,363 0009,,358,351,0,5,2,0,0,221,36,185
48439439 4065,0,439 4065,,3485,3038,29,339,79,0,0,1652,395,1237
48113113 4648,0,113 4648,,1117,780,18,294,23,0,2,331,158,167
48459459 0009,0,459 0009,,3983,3294,376,235,78,0,0,1502,384,1097
48113113 1807,0,113 1807,,3518,2962,69,244,242,0,1,1745,662,1063
48459459 0010,0,459 0010,,752,645,58,32,17,0,0,256,71,183
48315315 0005,0,315 0005,,1034,764,215,25,24,0,6,460,122,336
48113113 1712,0,113 1712,,3098,2159,214,244,472,0,9,1231,564,637
48113113 1401,0,113 1401,,5194,4094,284,521,293,0,2,2433,960,1438
48113113 1808,0,113 1808,,6275,4364,491,845,552,0,23,1855,1034,797
48501501 0406,0,501 0406,,1005,482,8,504,7,0,4,266,54,212
48367367 0120,0,367 0120,,2690,2552,13,82,43,0,0,1092,230,853
48113113 1411,0,113 1411,,3849,2374,507,555,400,0,13,1059,584,453
48113113 1403,0,113 1403,,0,0,0,0,0,0,0,0,0,0
48439439 4047,0,439 4047,,4519,4165,27,258,69,0,0,1397,340,1042
48439439 3192,0,439 3192,,1256,1135,0,91,30,0,0,545,115,426
48113113 4624,0,113 4624,,5818,3071,370,2054,304,0,19,1381,669,692
48439439 3336,0,439 3336,,4067,2403,271,471,919,0,3,1354,636,710
48439439 3036,0,439 3036,,5640,3395,311,889,1037,0,8,1218,521,676
48257257 0009,0,257 0009,,3444,2867,357,160,59,0,1,1014,291,714
48113113 4625,0,113 4625,,4561,2204,245,1974,125,0,13,1010,436,561
48499499 03-1,0,499 03-1,,1979,1870,59,28,22,0,0,907,179,723
48113113 2400,0,113 2400,,4418,3841,115,194,268,0,0,2358,640,1703
48203203 0005,0,203 0005,,1769,1274,457,17,17,0,4,787,314,469
48439439 3455,0,439 3455,,3067,1571,492,448,550,0,6,699,470,216
48257257 0006,0,257 0006,,1255,1133,14,85,24,0,-1,432,104,322
48113113 4619,0,113 4619,,2252,1818,39,316,76,0,3,948,315,623
48113113 4618,0,113 4618,,1652,948,52,600,49,0,3,374,167,207
48379379 0005,0,379 0005,,2039,1656,212,123,43,0,5,663,195,463
48113113 4704,0,113 4704,,7521,5530,421,653,906,0,11,3523,1358,2127
48113113 4703,0,113 4703,,1998,1846,11,73,68,0,0,1105,300,793
48113113 4701,0,113 4701,,4806,4003,95,344,360,0,4,2201,600,1569
48113113 1707,0,113 1707,,3159,2686,73,301,95,0,4,1591,573,998
48113113 1706,0,113 1706,,3101,2638,78,300,80,0,5,1550,532,997
48439439 3384,0,439 3384,,3409,2741,83,464,120,0,1,1104,405,685
48439439 3114,0,439 3114,,5831,4149,295,1191,194,0,2,1534,535,987
48113113 2105,0,113 2105,,3959,2116,553,541,728,0,21,1241,654,577
48113113 1713,0,113 1713,,2639,2093,99,86,354,0,7,1406,548,839
48113113 1811,0,113 1811,,3655,3195,94,151,213,0,2,1876,655,1188
48113113 1809,0,113 1809,,2715,2092,159,246,218,0,0,1245,550,679
48113113 1810,0,113 1810,,2998,2085,183,404,321,0,5,1105,467,622
48459459 0011,0,459 0011,,761,571,166,16,7,0,1,292,120,168
48439439 3545,0,439 3545,,3719,3397,81,141,99,0,1,1758,443,1300
48113113 1408,0,113 1408,,10605,2105,308,7206,937,0,49,911,471,429
48439439 3363,0,439 3363,,4339,4003,66,212,58,0,0,2303,523,1765
48459459 0016,0,459 0016,,1247,920,300,13,12,0,2,550,217,332
48501501 0305,0,501 0305,,839,202,7,621,5,0,4,151,41,108
48113113 4610,0,113 4610,,6956,2460,1446,2482,535,0,33,1281,838,430
48439439 3160,0,439 3160,,7465,3996,793,1683,986,0,7,1372,603,747
48113113 4609,0,113 4609,,6941,3177,1745,1118,875,0,26,1680,1061,608
48439439 1603,0,439 1603,,597,357,92,59,71,0,18,155,94,58
48429429 0008,0,429 0008,,84,81,0,3,0,0,0,8,0,8
48499499 01-4,0,499 01-4,,1454,1343,3,92,16,0,0,675,123,545
48439439 3329,0,439 3329,,4483,3023,278,632,543,0,7,1517,699,803
48439439 3589,0,439 3589,,0,0,0,0,0,0,0,0,0,0
48439439 3183,0,439 3183,,4534,3591,153,407,381,0,2,1773,669,1083
48499499 03-2,0,499 03-2,,3865,3610,23,186,42,0,4,2101,385,1704
48459459 0008,0,459 0008,,1579,1475,44,35,24,0,1,650,121,523
48113113 4613,0,113 4613,,4840,2200,281,2167,170,0,22,1034,424,594
48315315 0003,0,315 0003,,696,566,93,28,9,0,0,336,84,247
48113113 2108,0,113 2108,,4264,3216,362,247,436,0,3,1953,661,1269
48459459 0017,0,459 0017,,709,580,86,34,9,0,0,318,81,230
48113113 2110,0,113 2110,,5359,2954,868,481,1052,0,4,1868,942,913
48439439 3361,0,439 3361,,3038,2462,109,364,94,0,9,1608,536,1065
48397397 004B,0,397 004B,,3590,3172,46,316,56,0,0,1342,305,1014
48231231 0323,0,231 0323,,2790,2484,60,172,73,0,1,602,213,382
48113113 1714,0,113 1714,,2376,1903,57,134,281,0,1,1042,384,645
48165165 0006,0,165 0006,,763,364,2,388,9,0,0,138,21,115
48113113 2103,0,113 2103,,2691,1395,372,433,487,0,4,627,327,297
48113113 2501,0,113 2501,,5997,4426,681,563,307,0,20,3176,1277,1868
48315315 0002,0,315 0002,,1757,1490,154,58,54,0,1,712,221,481
48113113 1812,0,113 1812,,4120,2733,508,605,245,0,29,1597,574,1014
48257257 0020,0,257 0020,,1312,945,81,156,129,0,1,347,98,249
48257257 0040,0,257 0040,,4149,3622,84,395,37,0,11,1719,655,1059
48113113 4611,0,113 4611,,6509,3091,232,2968,195,0,23,1521,559,947
48113113 4612,0,113 4612,,5787,1963,174,3505,127,0,18,850,390,450
48257257 0032,0,257 0032,,5697,5177,149,292,74,0,5,2436,655,1764
48415415 0006,0,415 0006,,388,329,0,52,7,0,0,171,21,149
48439439 3445,0,439 3445,,86,64,3,12,7,0,0,12,7,5
48203203 0014,0,203 0014,,1131,916,169,30,14,0,2,542,170,372
48367367 0400,0,367 0400,,3804,3372,31,319,82,0,0,1863,439,1405
48113113 2314,0,113 2314,,4994,3587,432,509,456,0,10,1817,751,1049
48363363 0023,0,363 0023,,2630,2121,84,348,73,0,4,750,229,506
48467467 0017,0,467 0017,,2040,1895,36,89,20,0,0,867,169,684
48439439 1388,0,439 1388,,3534,2076,525,452,457,0,24,1506,916,572
48315315 0001,0,315 0001,,980,698,243,21,14,0,4,351,162,184
48439439 3526,0,439 3526,,1664,1530,10,66,57,0,1,864,219,638
48113113 1709,0,113 1709,,5302,2866,631,1415,373,0,17,1378,658,702
48113113 1708,0,113 1708,,7158,2839,913,2322,1049,0,35,1366,759,578
48113113 1717,0,113 1717,,5029,3205,489,366,964,0,5,1717,909,775
48113113 2111,0,113 2111,,4699,3062,551,741,338,0,7,1529,717,793
48113113 1501,0,113 1501,,3321,2898,89,185,148,0,1,1760,561,1176
48113113 1409,0,113 1409,,5273,2175,174,2394,519,0,11,1114,563,537
48113113 1506,0,113 1506,,4332,2997,120,922,285,0,8,1801,687,1091
48113113 1716,0,113 1716,,5162,3055,428,963,711,0,5,1858,791,1042
48113113 1801,0,113 1801,,486,297,51,75,59,0,4,209,162,41
48113113 4644,0,113 4644,,2694,1759,169,187,573,0,6,1015,580,427
48113113 2107,0,113 2107,,7402,4389,692,1249,1063,0,9,2087,976,1083
48113113 1813,0,113 1813,,9324,4660,899,2979,767,0,19,2189,1345,816
48439439 3542,0,439 3542,,4065,3477,84,283,221,0,0,1639,551,1072
48113113 1715,0,113 1715,,4699,2862,534,285,1012,0,6,1796,889,882
48113113 2106,0,113 2106,,5425,3456,395,468,1104,0,2,1926,764,1151
48231231 0321,0,231 0321,,4777,4407,17,200,149,0,4,1185,386,786
48113113 1814,0,113 1814,,6927,3749,799,1619,719,0,41,1667,1126,522
48113113 4643,0,113 4643,,9039,5558,1288,779,1398,0,16,3772,2062,1660
48113113 1817,0,113 1817,,3341,2308,249,571,201,0,12,1227,522,695
48439439 3386,0,439 3386,,5714,5200,48,288,171,0,7,2993,807,2162
48113113 1816,0,113 1816,,1800,1638,37,50,75,0,0,1000,312,680
48165165 0008,0,165 0008,,1966,1204,53,679,27,0,3,577,112,460
48467467 0013,0,467 0013,,3388,2864,139,333,45,0,7,1121,298,805
48439439 1175,0,439 1175,,891,175,674,21,21,0,0,432,235,192
48439439 4259,0,439 4259,,1501,1407,10,49,35,0,0,802,223,573
48115115 0003,0,115 0003,,2493,1739,37,687,28,0,2,1210,207,1001
48363363 0027,0,363 0027,,2509,2208,20,203,74,0,4,965,275,681
48113113 4605,0,113 4605,,5590,3283,490,1564,239,0,14,1476,639,819
48113113 4606,0,113 4606,,8756,4136,567,3498,523,0,32,1694,757,911
48113113 4645,0,113 4645,,0,0,0,0,0,0,0,0,0,0
48439439 3404,0,439 3404,,411,274,88,23,26,0,0,207,104,101
48439439 3442,0,439 3442,,1275,725,237,195,105,0,13,328,233,90
48113113 4525,0,113 4525,,5032,3115,340,1355,215,0,7,901,417,477
48363363 0026,0,363 0026,,254,188,6,58,2,0,0,46,14,31
48417417 0101,0,417 0101,,750,652,5,78,10,0,5,393,64,327
48459459 0006,0,459 0006,,1559,1183,303,61,12,0,0,623,188,429
48439439 3382,0,439 3382,,3202,2190,416,350,241,0,5,1007,655,341
48439439 4242,0,439 4242,,973,889,1,47,36,0,0,371,98,266
48363363 0020,0,363 0020,,283,272,2,8,1,0,0,123,28,92
48113113 1818,0,113 1818,,131,54,44,26,7,0,0,19,14,5
48113113 1500,0,113 1500,,6325,1673,88,4318,221,0,25,967,456,485
48113113 2116,0,113 2116,,4533,2550,378,1239,363,0,3,1074,483,580
48113113 2109,0,113 2109,,2012,1495,158,267,89,0,3,850,294,550
48113113 4700,0,113 4700,,14,4,1,9,0,0,0,1,1,0
48165165 0005,0,165 0005,,541,342,2,196,1,0,0,191,22,167
48113113 4642,0,113 4642,,7218,4835,581,547,1245,0,10,3213,1777,1396
48367367 0130,0,367 0130,,4554,4041,39,360,109,0,5,1347,333,1002
48379379 0002,0,379 0002,,1109,993,36,63,17,0,0,372,92,277
48113113 1821,0,113 1821,,14000,2172,1350,9712,620,0,146,864,630,226
48113113 1820,0,113 1820,,3015,724,185,1960,91,0,55,445,290,149
48113113 1721,0,113 1721,,3724,2046,386,285,995,0,12,1321,798,516
48439439 3579,0,439 3579,,1055,943,20,57,34,0,1,579,141,435
48397397 003B,0,397 003B,,2779,2570,17,108,84,0,0,973,218,738
48113113 1815,0,113 1815,,5685,1975,739,2534,403,0,34,785,498,275
48113113 1723,0,113 1723,,5644,1441,1807,1200,1177,0,19,1004,818,180
48397397 004C,0,397 004C,,2141,1297,380,446,15,0,3,395,197,196
48113113 1601,0,113 1601,,5971,1699,888,2604,743,0,37,357,254,94
48113113 2114,0,113 2114,,5715,2542,559,2433,152,0,29,1021,532,478
48115115 0011,0,115 0011,,410,244,0,166,0,0,0,163,30,131
48113113 4639,0,113 4639,,3,3,0,0,0,0,0,2,1,1
48459459 0001,0,459 0001,,2386,1800,482,77,25,0,2,1089,332,749
48203203 0015,0,203 0015,,1496,1442,20,14,20,0,0,655,80,569
48467467 0020,0,467 0020,,1903,1737,9,121,36,0,0,738,208,515
48257257 0025,0,257 0025,,3760,2553,572,569,64,0,2,1489,550,932
48113113 4600,0,113 4600,,3219,2058,213,656,290,0,2,1119,450,644
48113113 4601,0,113 4601,,7880,4869,334,1847,815,0,15,2373,977,1370
48499499 02-2,0,499 02-2,,5247,4200,328,648,68,0,3,1870,450,1403
48113113 2315,0,113 2315,,7255,4652,1072,839,674,0,18,2483,1158,1297
48363363 0025,0,363 0025,,506,381,10,105,10,0,0,69,19,49
48363363 0024,0,363 0024,,340,248,14,66,12,0,0,86,23,62
48439439 1380,0,439 1380,,3650,2694,423,307,218,0,8,1210,609,585
48439439 4272,0,439 4272,,439,421,2,14,2,0,0,214,82,130
48379379 0001,0,379 0001,,1703,1621,11,62,9,0,0,715,138,570
48113113 1503,0,113 1503,,4582,3025,120,1319,108,0,10,1610,688,907
48113113 1502,0,113 1502,,3840,1221,54,2444,109,0,12,695,431,252
48113113 1509,0,113 1509,,93,50,12,28,3,0,0,4,0,4
48115115 0017,0,115 0017,,188,127,0,61,0,0,0,62,6,55
48439439 3470,0,439 3470,,296,236,1,48,11,0,0,75,23,52
48113113 1819,0,113 1819,,3142,1405,239,1342,134,0,22,724,324,390
48415415 0007,0,415 0007,,3044,2317,74,613,27,0,13,1377,233,1132
48113113 1722,0,113 1722,,2880,2194,292,100,294,0,0,1381,586,783
48113113 2117,0,113 2117,,6713,3106,665,1974,949,0,19,1511,726,765
48113113 2118,0,113 2118,,7498,3006,1037,2030,1407,0,18,1463,785,664
48113113 2119,0,113 2119,,2927,1636,295,494,488,0,14,792,394,389
48113113 2120,0,113 2120,,3809,2114,325,698,662,0,10,1108,545,558
48397397 004D,0,397 004D,,4202,1776,71,2314,39,0,2,1574,527,1032
48033033 0001,0,033 0001,,141,110,0,24,6,0,1,73,11,62
48113113 2500,0,113 2500,,5647,4220,585,586,254,0,2,1902,732,1152
48113113 1725,0,113 1725,,66,48,0,4,14,0,0,54,33,21
48113113 1719,0,113 1719,,9255,3329,2329,1091,2476,0,30,2116,1367,729
48165165 0007,0,165 0007,,1260,215,104,918,20,0,3,185,99,86
48203203 0028,0,203 0028,,693,540,142,9,2,0,0,286,90,189
48439439 2316,0,439 2316,,3297,2459,272,227,339,0,0,1230,590,630
48467467 0006,0,467 0006,,3078,2727,18,287,46,0,0,961,207,744
48367367 0320,0,367 0320,,2830,2582,15,171,61,0,1,1131,204,915
48363363 0021,0,363 0021,,1322,1176,17,94,35,0,0,608,139,461
48257257 0038,0,257 0038,,1293,889,129,247,29,0,-1,202,88,113
48459459 0013,0,459 0013,,2981,2753,80,104,44,0,0,1242,233,991
48257257 0019,0,257 0019,,3298,2396,356,474,72,0,0,819,277,531
48363363 0029,0,363 0029,,1851,1257,107,437,45,0,5,472,155,310
48363363 0017,0,363 0017,,1973,1160,113,674,23,0,3,323,145,174
48439439 3552,0,439 3552,,21,17,0,0,4,0,0,4,3,1
48113113 4520,0,113 4520,,5045,3855,417,555,207,0,11,2195,755,1417
48363363 0030,0,363 0030,,1216,669,212,312,20,0,3,267,126,138
48363363 0028,0,363 0028,,2493,1883,52,532,19,0,7,459,160,291
48439439 3551,0,439 3551,,79,57,8,7,5,0,2,20,15,5
48459459 0020,0,459 0020,,797,759,5,20,12,0,1,318,59,258
48113113 4527,0,113 4527,,19,7,3,6,3,0,0,0,0,0
48439439 3441,0,439 3441,,837,417,250,122,42,0,6,186,137,47
48439439 3558,0,439 3558,,4460,4026,82,179,172,0,1,2381,620,1750
48439439 3538,0,439 3538,,2036,1839,45,73,77,0,2,1081,289,791
48415415 0005,0,415 0005,,140,116,0,24,0,0,0,81,13,67
48439439 3359,0,439 3359,,3677,3428,41,119,89,0,0,1697,469,1223
48379379 0011,0,379 0011,,1260,1184,2,44,28,0,2,462,145,314
48231231 0218,0,231 0218,,1849,1722,17,83,27,0,0,880,180,684
48397397 003A,0,397 003A,,7714,5730,278,1448,254,0,4,2845,972,1844
48033033 004A,0,033 004A,,96,87,0,8,1,0,0,61,10,50
48033033 004B,0,033 004B,,45,40,0,5,0,0,0,41,1,40
48499499 03-3,0,499 03-3,,5465,4225,1042,124,71,0,3,2113,715,1387
48113113 4524,0,113 4524,,0,0,0,0,0,0,0,0,0,0
48439439 2315,0,439 2315,,4331,2443,936,513,430,0,9,1147,710,435
48257257 0007,0,257 0007,,3075,2249,229,552,44,0,1,929,366,559
48439439 2224,0,439 2224,,4504,2929,603,507,456,0,9,1219,671,538
48439439 4276,0,439 4276,,2597,1991,152,312,134,0,8,1236,476,745
48203203 0024,0,203 0024,,1022,757,210,31,22,0,2,463,157,301
48439439 3158,0,439 3158,,3770,2720,404,422,217,0,7,1561,586,963
48439439 2611,0,439 2611,,0,0,0,0,0,0,0,0,0,0
48113113 2325,0,113 2325,,6194,4471,661,852,200,0,10,1607,687,904
48113113 2326A,0,113 2326A,,632,502,26,80,22,0,2,171,66,104
48367367 0415,0,367 0415,,2397,2243,6,103,46,0,-1,1223,261,951
48439439 2281,0,439 2281,,3887,1797,738,1153,185,0,14,992,418,567
48113113 2327,0,113 2327,,6927,4515,1313,665,421,0,13,2354,1230,1103
48113113 2328,0,113 2328,,6213,3869,1133,581,620,0,10,3058,1466,1570
