GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
410030101005,5,Block Group 5_ Tract 101,Benton,1693,1550,2,48,47,2,44,1287,1192,2,32,41,2,18,1046,489,541,0,0
410030101003,5,Block Group 3_ Tract 101,Benton,2429,2169,23,114,53,18,52,1803,1655,12,62,39,14,21,1464,683,759,0,0
410030001002,4,Block Group 2_ Tract 1,Benton,1333,969,8,299,16,4,37,1062,821,8,181,16,4,32,651,455,178,0,0
410030104002,4,Block Group 2_ Tract 104,Benton,822,752,3,33,7,2,25,642,596,2,20,6,2,16,440,208,219,0,0
410030101001,5,Block Group 1_ Tract 101,Benton,866,819,3,27,6,3,8,684,655,1,15,4,3,6,545,254,285,0,0
410030103003,4,Block Group 3_ Tract 103,Benton,915,835,3,27,8,8,34,750,698,2,17,7,7,19,540,253,262,0,0
410030108003,4,Block Group 3_ Tract 108,Benton,1682,1474,10,120,12,19,47,1260,1117,7,82,11,15,28,768,415,333,0,0
410030104001,4,Block Group 1_ Tract 104,Benton,623,577,1,38,1,1,5,500,466,1,28,1,1,3,439,250,182,0,0
410030103002,4,Block Group 2_ Tract 103,Benton,980,912,0,27,6,10,25,801,752,0,15,6,10,18,605,309,275,0,0
410030103001,4,Block Group 1_ Tract 103,Benton,1308,1215,1,28,10,16,38,1061,1001,0,16,6,10,28,876,485,371,0,0
410030009004,4,Block Group 4_ Tract 9,Benton,1049,915,2,26,86,1,19,824,732,2,19,60,1,10,680,480,187,0,0
410499701002,2,Block Group 2_ Tract 9701,Morrow,1495,1077,13,363,8,20,14,1074,831,6,207,8,17,5,500,197,287,0,0
410499701001,2,Block Group 1_ Tract 9701,Morrow,2343,1606,11,632,10,37,47,1662,1254,6,344,9,21,28,776,306,445,0,0
410499701003,2,Block Group 3_ Tract 9701,Morrow,822,410,1,380,16,5,10,568,323,1,220,12,5,7,198,81,112,0,0
410499701005,2,Block Group 5_ Tract 9701,Morrow,1680,755,2,888,1,13,21,1133,606,2,504,1,10,10,395,161,223,0,0
410499701004,2,Block Group 4_ Tract 9701,Morrow,1657,506,6,1049,68,5,23,1097,380,2,647,50,5,13,381,156,215,0,0
410499702005,2,Block Group 5_ Tract 9702,Morrow,447,412,1,20,2,5,7,359,334,1,13,1,5,5,251,82,163,0,0
410499702003,2,Block Group 3_ Tract 9702,Morrow,566,507,0,35,3,9,12,426,389,0,19,1,7,10,296,95,194,0,0
410499702006,2,Block Group 6_ Tract 9702,Morrow,441,405,0,18,0,1,17,369,345,0,11,0,1,12,258,85,167,0,0
410499702004,2,Block Group 4_ Tract 9702,Morrow,556,528,0,10,2,4,12,424,404,0,7,2,4,7,294,96,192,0,0
410499702001,2,Block Group 1_ Tract 9702,Morrow,633,565,2,36,1,6,23,466,426,1,20,1,5,13,340,79,252,0,0
410499702002,2,Block Group 2_ Tract 9702,Morrow,533,447,0,66,2,7,11,405,346,0,43,2,6,8,338,72,259,0,0
410030004002,4,Block Group 2_ Tract 4,Benton,2975,2426,30,85,332,7,95,2263,1918,19,54,234,6,32,1857,1325,505,0,0
410030005001,4,Block Group 1_ Tract 5,Benton,815,731,7,27,21,2,27,674,621,2,19,15,2,15,431,284,138,0,0
410030010011,4,Block Group 1_ Tract 1001,Benton,1165,888,13,124,92,13,35,918,740,8,64,71,10,25,564,384,167,0,0
410030009003,4,Block Group 3_ Tract 9,Benton,1954,1527,10,118,231,9,59,1654,1349,10,88,164,9,34,1317,962,332,0,0
410030004003,4,Block Group 3_ Tract 4,Benton,1786,1556,17,66,85,7,55,1398,1247,8,50,60,6,27,1126,824,283,0,0
410030010013,4,Block Group 3_ Tract 1001,Benton,1382,991,13,256,82,11,29,1094,830,12,159,66,7,20,727,523,190,0,0
410030004004,4,Block Group 4_ Tract 4,Benton,1072,974,2,25,46,5,20,876,809,2,20,34,3,8,686,494,181,0,0
410030004001,4,Block Group 1_ Tract 4,Benton,1987,1609,20,151,145,12,50,1620,1350,13,101,111,9,36,1295,929,346,0,0
410030010012,4,Block Group 2_ Tract 1001,Benton,1325,747,15,464,45,3,51,1056,666,13,298,39,3,37,612,460,137,0,0
410030010023,4,Block Group 3_ Tract 1002,Benton,825,690,1,52,40,5,37,661,577,1,32,31,4,16,390,287,94,0,0
410030009001,4,Block Group 1_ Tract 9,Benton,818,700,11,49,25,4,29,682,598,7,35,21,4,17,483,354,119,0,0
410030010021,4,Block Group 1_ Tract 1002,Benton,975,775,7,44,114,4,31,853,680,6,33,110,2,22,503,370,121,0,0
410030010022,4,Block Group 2_ Tract 1002,Benton,1359,1133,15,88,61,7,55,1159,980,12,69,54,5,39,667,506,145,0,0
410030009005,4,Block Group 5_ Tract 9,Benton,865,799,1,26,18,2,19,716,671,1,17,16,2,9,519,377,133,0,0
410030009002,4,Block Group 2_ Tract 9,Benton,752,637,5,41,32,8,29,665,570,4,32,29,7,23,320,261,52,0,0
410030011011,4,Block Group 1_ Tract 1101,Benton,788,626,16,48,65,7,26,751,606,15,44,61,7,18,382,312,60,0,0
410030106004,4,Block Group 4_ Tract 106,Benton,1700,1195,23,121,253,8,100,1689,1186,23,119,253,8,100,572,435,128,0,0
410030011012,4,Block Group 2_ Tract 1101,Benton,1028,780,15,63,126,9,35,1007,769,14,57,124,9,34,537,446,78,0,0
410030011021,4,Block Group 1_ Tract 1102,Benton,867,722,12,52,43,3,35,752,634,11,36,40,3,28,401,333,58,0,0
410030011023,4,Block Group 3_ Tract 1102,Benton,936,753,7,60,77,8,31,870,705,7,51,71,8,28,464,385,67,0,0
410030011014,4,Block Group 4_ Tract 1101,Benton,785,689,1,24,30,6,35,773,679,1,23,30,6,34,256,191,60,0,0
410030011022,4,Block Group 2_ Tract 1102,Benton,1455,1204,14,73,110,6,48,1385,1150,13,66,105,5,46,621,505,100,0,0
410030011013,4,Block Group 3_ Tract 1101,Benton,1061,828,7,46,137,9,34,1056,823,7,46,137,9,34,412,321,81,0,0
410030011024,4,Block Group 4_ Tract 1102,Benton,1261,911,13,53,217,5,62,1249,906,11,51,214,5,62,491,385,94,0,0
410030107022,4,Block Group 2_ Tract 10702,Benton,1503,1136,12,64,215,7,69,1495,1131,12,64,212,7,69,506,385,113,0,0
410030106002,4,Block Group 2_ Tract 106,Benton,1217,908,16,60,152,14,67,1192,886,16,58,151,14,67,468,368,89,0,0
410030107023,4,Block Group 3_ Tract 10702,Benton,862,649,29,54,79,6,45,823,624,29,47,73,6,44,427,305,116,0,0
410030106003,4,Block Group 3_ Tract 106,Benton,1260,999,22,60,130,7,42,1220,966,21,55,129,7,42,544,413,119,0,0
410030001001,4,Block Group 1_ Tract 1,Benton,1270,1080,25,81,48,7,29,1062,914,17,58,45,7,21,638,466,153,0,0
410030001003,4,Block Group 3_ Tract 1,Benton,1438,1152,19,154,46,6,61,1136,938,14,98,39,6,41,689,474,195,0,0
410079501002,1,Block Group 2_ Tract 9501,Clatsop,969,875,2,48,24,9,11,795,732,2,27,19,7,8,502,322,166,0,0
410079501003,1,Block Group 3_ Tract 9501,Clatsop,1469,1127,9,243,27,20,43,1066,868,7,141,23,12,15,609,390,204,0,0
410079502001,1,Block Group 1_ Tract 9502,Clatsop,1340,1229,3,59,10,9,30,1041,965,2,38,9,6,21,693,439,239,0,0
410079503002,1,Block Group 2_ Tract 9503,Clatsop,410,279,26,50,31,7,17,351,236,23,40,29,7,16,159,88,66,0,0
410079503004,1,Block Group 4_ Tract 9503,Clatsop,665,600,0,32,12,3,18,549,500,0,23,11,3,12,402,265,126,0,0
410079504002,1,Block Group 2_ Tract 9504,Clatsop,1652,1523,7,58,12,17,35,1351,1268,3,33,8,13,26,830,475,326,0,0
410079504003,1,Block Group 3_ Tract 9504,Clatsop,789,731,6,12,8,14,18,597,562,3,5,6,14,7,408,235,161,0,0
410079504001,1,Block Group 1_ Tract 9504,Clatsop,1051,974,0,38,9,10,20,826,770,0,25,9,9,13,589,310,262,0,0
410079505002,1,Block Group 2_ Tract 9505,Clatsop,1062,968,8,42,9,11,24,880,809,7,30,6,8,20,451,224,214,0,0
410030108001,4,Block Group 1_ Tract 108,Benton,741,617,2,78,1,8,35,529,469,2,38,1,7,12,322,175,139,0,0
410030001004,4,Block Group 4_ Tract 1,Benton,3018,2394,29,300,153,18,124,2367,1948,16,183,125,16,79,1494,1007,447,0,0
410030006001,4,Block Group 1_ Tract 6,Benton,1801,1429,17,167,95,13,80,1402,1170,11,93,73,9,46,871,581,271,0,0
410030107021,4,Block Group 1_ Tract 10702,Benton,1280,1008,21,79,120,5,47,1048,850,14,61,84,4,35,354,270,79,0,0
410030002022,4,Block Group 2_ Tract 202,Benton,3815,3201,35,163,287,20,109,3057,2623,24,106,217,13,74,2310,1520,750,0,0
410030108002,4,Block Group 2_ Tract 108,Benton,1032,915,5,55,13,8,36,761,692,2,31,12,6,18,465,252,201,0,0
410030109002,4,Block Group 2_ Tract 109,Benton,2506,2077,29,132,175,6,87,1912,1632,17,82,132,3,46,1379,947,412,0,0
410030104003,4,Block Group 3_ Tract 104,Benton,2363,2025,7,239,20,21,51,1845,1631,6,141,15,15,37,1167,545,583,0,0
410030106001,4,Block Group 1_ Tract 106,Benton,1330,1086,7,148,30,12,47,1207,1018,6,104,27,10,42,594,480,98,0,0
410279501001,2,Block Group 1_ Tract 9501,Hood River,1154,948,5,106,19,19,57,915,782,2,59,15,16,41,493,280,197,0,0
410279501002,2,Block Group 2_ Tract 9501,Hood River,1083,677,3,338,25,14,26,815,541,3,229,21,10,11,439,257,172,0,0
410279501003,2,Block Group 3_ Tract 9501,Hood River,1050,408,9,589,11,14,19,717,335,3,351,9,11,8,378,218,152,0,0
410279501004,2,Block Group 4_ Tract 9501,Hood River,936,714,1,189,9,3,20,720,588,1,109,8,2,12,484,283,186,0,0
410279502005,2,Block Group 5_ Tract 9502,Hood River,1455,1139,1,232,37,5,41,1114,901,1,155,33,4,20,795,496,283,0,0
410279502004,2,Block Group 4_ Tract 9502,Hood River,1587,1302,6,193,33,2,51,1162,990,5,112,25,2,28,820,544,258,0,0
410279502001,2,Block Group 1_ Tract 9502,Hood River,1479,1218,5,206,22,10,18,1134,975,2,120,19,6,12,833,544,270,0,0
410279502003,2,Block Group 3_ Tract 9502,Hood River,1181,970,2,162,28,4,15,893,754,2,103,23,4,7,661,413,235,0,0
410279502002,2,Block Group 2_ Tract 9502,Hood River,942,683,5,215,15,7,17,704,545,3,124,15,7,10,491,284,202,0,0
410279503002,2,Block Group 2_ Tract 9503,Hood River,1132,754,4,328,6,3,37,838,624,2,183,6,3,20,501,358,132,0,0
410279503005,2,Block Group 5_ Tract 9503,Hood River,514,465,0,33,8,1,7,434,393,0,30,7,1,3,244,179,60,0,0
410279503001,2,Block Group 1_ Tract 9503,Hood River,960,548,2,373,20,7,10,687,439,2,221,15,5,5,368,279,81,0,0
410279503006,2,Block Group 6_ Tract 9503,Hood River,1737,1075,5,596,33,4,24,1183,814,5,330,21,4,9,673,488,172,0,0
410279503003,2,Block Group 3_ Tract 9503,Hood River,594,442,4,117,4,5,22,458,357,2,79,3,3,14,290,201,83,0,0
410279503004,2,Block Group 4_ Tract 9503,Hood River,875,735,6,99,8,2,25,674,586,4,66,6,2,10,382,279,96,0,0
410279504003,2,Block Group 3_ Tract 9504,Hood River,2083,691,2,1327,12,15,36,1411,554,1,813,11,10,22,574,359,204,0,0
410279504004,2,Block Group 4_ Tract 9504,Hood River,581,275,0,274,8,11,13,433,228,0,183,8,7,7,187,115,69,0,0
410279504002,2,Block Group 2_ Tract 9504,Hood River,1301,810,0,446,13,11,21,977,674,0,271,13,8,11,524,330,182,0,0
410279504001,2,Block Group 1_ Tract 9504,Hood River,1702,860,3,766,24,7,42,1270,717,3,498,21,6,25,638,395,231,0,0
410030102003,4,Block Group 3_ Tract 102,Benton,1021,934,1,39,11,12,24,829,768,1,22,10,7,21,647,348,281,0,0
410030006003,4,Block Group 3_ Tract 6,Benton,1926,1540,39,177,94,8,68,1531,1270,30,110,69,8,44,985,648,317,0,0
410030101004,5,Block Group 4_ Tract 101,Benton,1625,1523,3,37,21,10,31,1246,1174,2,21,20,8,21,1031,438,578,0,0
410030102001,4,Block Group 1_ Tract 102,Benton,1938,1719,11,89,39,13,67,1392,1273,5,46,29,9,30,1215,676,504,0,0
410030006002,4,Block Group 2_ Tract 6,Benton,1118,997,10,53,19,6,33,820,746,4,37,11,3,19,657,400,245,0,0
410030005003,4,Block Group 3_ Tract 5,Benton,1074,980,2,34,21,10,27,873,809,2,24,14,6,18,655,390,254,0,0
410030102002,4,Block Group 2_ Tract 102,Benton,1131,1049,3,34,10,5,30,882,833,1,21,7,3,17,734,418,298,0,0
410030005002,4,Block Group 2_ Tract 5,Benton,1252,1138,6,25,47,0,36,1008,932,6,19,33,0,18,942,589,333,0,0
410030109001,4,Block Group 1_ Tract 109,Benton,2097,1876,18,91,48,7,57,1625,1480,10,68,36,5,26,1330,789,511,0,0
410030002021,4,Block Group 1_ Tract 202,Benton,1419,1311,10,32,19,3,44,1107,1038,5,24,14,3,23,838,536,288,0,0
410030101002,5,Block Group 2_ Tract 101,Benton,1906,1731,6,79,31,17,42,1466,1351,4,57,25,13,16,1195,547,629,0,0
410390043004,4,Block Group 4_ Tract 43,Lane,1674,1408,12,154,21,24,55,1316,1151,8,89,18,17,33,734,477,240,0,0
410390044011,4,Block Group 1_ Tract 4401,Lane,2146,1547,46,396,32,23,102,1662,1281,27,251,30,18,55,1004,781,195,0,0
410390043001,4,Block Group 1_ Tract 43,Lane,2212,1764,12,315,23,37,61,1798,1521,9,190,17,26,35,1053,665,365,0,0
410390045023,4,Block Group 3_ Tract 4502,Lane,1683,1386,26,149,44,17,61,1446,1220,18,103,39,15,51,962,852,70,0,0
410390019023,4,Block Group 3_ Tract 1902,Lane,2175,1755,30,248,26,23,93,1569,1322,22,130,21,20,54,774,438,319,0,0
410390011012,4,Block Group 2_ Tract 1101,Lane,1137,1017,1,71,8,8,32,837,762,1,44,6,6,18,487,229,248,0,0
410390013011,4,Block Group 1_ Tract 1301,Lane,1055,982,4,34,3,13,19,865,820,2,18,3,9,13,560,251,296,0,0
410390041004,4,Block Group 4_ Tract 41,Lane,746,701,2,16,9,1,17,624,588,2,14,7,1,12,459,331,117,0,0
410390021021,4,Block Group 1_ Tract 2102,Lane,2334,1886,35,240,73,26,74,1897,1602,26,156,43,19,51,929,574,336,0,0
410390009031,4,Block Group 1_ Tract 903,Lane,890,803,6,47,3,6,25,726,671,6,21,3,5,20,516,254,248,0,0
410390033022,4,Block Group 2_ Tract 3302,Lane,1255,992,10,163,16,8,66,1026,861,9,96,14,5,41,530,346,171,0,0
410390033013,4,Block Group 3_ Tract 3301,Lane,1090,806,5,210,5,14,50,802,622,4,130,5,12,29,428,285,134,0,0
410390054002,4,Block Group 2_ Tract 54,Lane,1086,947,4,38,44,7,46,856,771,3,23,32,4,23,720,588,118,0,0
410390009033,4,Block Group 3_ Tract 903,Lane,1602,1447,12,60,17,8,58,1213,1110,8,37,12,7,39,670,334,323,0,0
410159501002,4,Block Group 2_ Tract 9501,Curry,1182,1053,1,42,7,31,48,1034,928,1,33,6,30,36,660,378,260,0,0
410159503012,4,Block Group 2_ Tract 950301,Curry,788,679,6,49,5,17,32,680,597,1,42,4,10,26,423,166,245,0,0
410159503022,4,Block Group 2_ Tract 950302,Curry,2457,2194,10,129,26,33,65,1951,1788,7,71,21,26,38,1319,555,729,0,0
410159503013,4,Block Group 3_ Tract 950301,Curry,1654,1406,10,122,14,25,77,1218,1084,3,58,11,19,43,776,319,437,0,0
410159502002,4,Block Group 2_ Tract 9502,Curry,1676,1495,3,64,21,35,58,1388,1269,3,37,15,25,39,926,419,485,0,0
410159502003,4,Block Group 3_ Tract 9502,Curry,1898,1782,1,47,12,11,45,1691,1601,1,36,12,9,32,1197,477,694,0,0
410290029005,2,Block Group 5_ Tract 29,Jackson,902,826,2,50,6,8,10,771,715,1,35,4,8,8,473,183,277,0,0
410290003002,2,Block Group 2_ Tract 3,Jackson,2771,1966,43,625,51,25,61,2105,1616,28,369,38,19,35,909,419,465,0,0
410290017003,2,Block Group 3_ Tract 17,Jackson,586,514,1,40,7,5,19,514,464,1,27,6,4,12,361,250,105,0,0
410290006011,2,Block Group 1_ Tract 601,Jackson,1486,1295,12,82,57,1,39,1085,970,8,42,41,1,23,926,367,547,0,0
410290025003,2,Block Group 3_ Tract 25,Jackson,663,604,1,22,6,2,28,559,515,0,16,6,2,20,450,309,135,0,0
410290015001,2,Block Group 1_ Tract 15,Jackson,861,820,2,28,3,0,8,723,694,2,18,2,0,7,603,253,338,0,0
410290021003,2,Block Group 3_ Tract 21,Jackson,692,633,0,31,15,0,13,581,531,0,29,12,0,9,477,413,56,0,0
410290022003,2,Block Group 3_ Tract 22,Jackson,999,946,2,18,10,4,19,859,822,1,14,9,4,9,640,532,96,0,0
410290009003,2,Block Group 3_ Tract 9,Jackson,1092,955,1,90,8,11,27,877,791,0,55,6,10,15,700,253,434,0,0
410290024002,2,Block Group 2_ Tract 24,Jackson,1057,944,9,38,13,21,32,847,775,6,21,10,15,20,680,469,202,0,0
410290017002,2,Block Group 2_ Tract 17,Jackson,2169,1815,15,220,21,20,78,1630,1409,7,140,18,14,42,1047,662,367,0,0
410290027004,2,Block Group 4_ Tract 27,Jackson,1728,1600,2,58,8,25,35,1422,1326,2,42,7,20,25,914,305,587,0,0
410290013011,2,Block Group 1_ Tract 1301,Jackson,1160,966,4,158,10,6,16,897,786,1,85,8,5,12,475,166,300,0,0
410290007003,2,Block Group 3_ Tract 7,Jackson,696,590,0,70,12,2,22,559,493,0,42,8,2,14,378,154,217,0,0
410390038004,4,Block Group 4_ Tract 38,Lane,1927,1486,19,95,240,9,78,1917,1482,19,92,240,9,75,727,629,83,0,0
410390034001,4,Block Group 1_ Tract 34,Lane,1234,927,19,210,20,10,48,940,751,17,122,16,4,30,469,278,180,0,0
410390044034,4,Block Group 4_ Tract 4403,Lane,1368,1099,21,115,36,14,83,1096,918,16,74,31,8,49,862,693,152,0,0
410390046002,4,Block Group 2_ Tract 46,Lane,1056,926,13,55,13,7,42,883,791,9,39,12,7,25,686,582,90,0,0
410390004021,4,Block Group 1_ Tract 402,Lane,1113,983,7,58,10,14,41,942,848,6,37,8,12,31,694,381,293,0,0
410390037002,4,Block Group 2_ Tract 37,Lane,1536,1194,21,69,186,6,60,1523,1186,21,69,181,6,60,578,500,66,0,0
410390033021,4,Block Group 1_ Tract 3302,Lane,1035,814,12,131,12,11,55,806,670,11,68,11,8,38,427,283,134,0,0
410390021023,4,Block Group 3_ Tract 2102,Lane,2160,1616,23,313,61,19,128,1695,1319,20,207,49,17,83,1000,591,389,0,0
410390050002,4,Block Group 2_ Tract 5,Lane,1357,1157,23,76,34,8,59,1129,996,13,51,29,7,33,954,783,157,0,0
410390042003,4,Block Group 3_ Tract 42,Lane,941,738,9,121,8,9,56,820,665,9,87,7,8,44,471,385,71,0,0
410390049002,4,Block Group 2_ Tract 49,Lane,1792,1532,23,75,98,6,58,1606,1370,21,67,92,4,52,965,860,87,0,0
410390018032,4,Block Group 2_ Tract 1803,Lane,1582,1385,12,109,6,6,64,1208,1096,7,54,5,6,40,798,419,365,0,0
410390018011,4,Block Group 1_ Tract 1801,Lane,2034,1754,11,156,29,31,53,1527,1362,10,96,19,17,23,1012,498,500,0,0
410390018013,4,Block Group 3_ Tract 1801,Lane,1490,1276,9,116,30,22,37,1130,993,8,69,23,16,21,609,334,263,0,0
410390025031,4,Block Group 1_ Tract 2503,Lane,3728,3014,56,357,162,15,124,2616,2195,36,202,112,9,62,1842,1031,783,0,0
410159503021,4,Block Group 1_ Tract 950302,Curry,1070,927,0,83,10,27,23,858,768,0,58,7,14,11,478,184,275,0,0
410159504001,4,Block Group 1_ Tract 9504,Curry,1684,1345,2,224,5,42,66,1409,1183,2,134,4,35,51,737,284,428,0,0
410159504004,4,Block Group 4_ Tract 9504,Curry,1158,1072,4,42,1,19,20,1033,960,3,34,1,18,17,736,306,414,0,0
410159504002,4,Block Group 2_ Tract 9504,Curry,646,569,0,34,8,23,12,579,524,0,25,5,17,8,384,151,219,0,0
410159501001,4,Block Group 1_ Tract 9501,Curry,1028,955,0,33,5,22,13,899,845,0,24,3,17,10,635,290,328,0,0
410159501003,4,Block Group 3_ Tract 9501,Curry,896,816,6,36,6,9,23,800,739,2,26,6,8,19,565,313,234,0,0
410159503011,4,Block Group 1_ Tract 950301,Curry,2057,1836,4,92,18,45,62,1750,1598,4,54,16,29,49,1058,416,603,0,0
410159502001,4,Block Group 1_ Tract 9502,Curry,1579,1405,3,75,10,14,72,1346,1229,2,41,10,14,50,837,383,433,0,0
410159504003,4,Block Group 3_ Tract 9504,Curry,1317,1168,9,50,13,21,56,1136,1035,2,34,10,15,40,797,303,479,0,0
410159503023,4,Block Group 3_ Tract 950302,Curry,1274,1135,3,79,17,17,23,1081,986,1,46,15,17,16,688,286,383,0,0
410159901010,4,Block Group 0_ Tract 990101,Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410290030013,2,Block Group 3_ Tract 3001,Jackson,1085,999,3,39,6,9,29,948,874,3,34,3,9,25,648,249,386,0,0
410290022001,2,Block Group 1_ Tract 22,Jackson,768,710,4,24,14,1,15,663,633,3,16,7,1,3,526,454,63,0,0
410290018002,2,Block Group 2_ Tract 18,Jackson,2372,2127,18,93,56,11,67,1944,1786,5,62,44,10,37,1521,1289,201,0,0
410290006013,2,Block Group 3_ Tract 601,Jackson,1899,1623,8,158,37,11,62,1449,1274,5,101,24,10,35,1054,578,458,0,0
410290002031,2,Block Group 1_ Tract 203,Jackson,1029,791,7,157,10,12,52,763,623,6,86,8,11,29,417,206,200,0,0
410290021001,2,Block Group 1_ Tract 21,Jackson,1799,1652,12,52,28,14,41,1523,1414,10,37,26,7,29,1249,1067,160,0,0
410290022002,2,Block Group 2_ Tract 22,Jackson,1048,941,4,48,21,7,27,875,795,4,36,16,6,18,699,606,81,0,0
410290013012,2,Block Group 2_ Tract 1301,Jackson,739,569,49,84,2,7,28,656,518,49,60,2,7,20,156,70,84,0,0
410290026001,2,Block Group 1_ Tract 26,Jackson,1252,1110,3,69,5,23,42,1050,951,3,43,3,18,32,636,240,381,0,0
410290012002,2,Block Group 2_ Tract 12,Jackson,219,191,2,19,2,0,5,191,172,2,13,1,0,3,107,45,60,0,0
410290027001,2,Block Group 1_ Tract 27,Jackson,807,713,4,42,6,17,25,673,615,0,25,6,12,15,440,147,282,0,0
410290027003,2,Block Group 3_ Tract 27,Jackson,2868,2620,9,138,11,18,72,2402,2238,7,80,9,18,50,1424,545,837,0,0
410290013021,2,Block Group 1_ Tract 1302,Jackson,1216,1061,2,115,11,8,19,929,840,1,59,8,7,14,550,180,352,0,0
410290030014,2,Block Group 4_ Tract 3001,Jackson,855,779,3,29,7,8,29,721,673,2,20,5,7,14,551,253,282,0,0
410290014002,2,Block Group 2_ Tract 14,Jackson,2357,2111,3,168,15,14,46,1761,1616,3,88,10,11,33,1189,372,796,0,0
410419508002,5,Block Group 2_ Tract 9508,Lincoln,1849,1560,10,176,22,32,49,1493,1321,6,100,16,20,30,959,578,360,0,0
410419508001,5,Block Group 1_ Tract 9508,Lincoln,1323,1157,6,99,14,16,31,1135,1026,1,56,13,16,23,864,541,305,0,0
410419511002,5,Block Group 2_ Tract 9511,Lincoln,815,720,1,63,8,10,13,699,640,1,33,8,10,7,488,280,196,0,0
410419509001,5,Block Group 1_ Tract 9509,Lincoln,667,544,1,72,13,12,25,515,445,1,34,13,10,12,344,202,135,0,0
410419512001,5,Block Group 1_ Tract 9512,Lincoln,1118,1025,1,25,9,22,36,931,874,0,15,9,11,22,675,440,218,0,0
410419509003,5,Block Group 3_ Tract 9509,Lincoln,996,818,0,121,13,12,32,764,665,0,63,9,8,19,498,298,189,0,0
410419509002,5,Block Group 2_ Tract 9509,Lincoln,831,491,3,265,28,21,23,595,379,3,164,22,15,12,397,234,154,0,0
410390019024,4,Block Group 4_ Tract 1902,Lane,1340,1001,11,234,14,13,67,925,729,7,132,12,9,36,457,259,188,0,0
410390044031,4,Block Group 1_ Tract 4403,Lane,1320,906,20,265,45,11,73,987,741,12,146,34,10,44,596,464,116,0,0
410390037001,4,Block Group 1_ Tract 37,Lane,2436,1968,27,151,175,14,101,2317,1877,27,134,171,13,95,1197,1043,130,0,0
410390034003,4,Block Group 3_ Tract 34,Lane,1290,961,20,216,20,25,48,1041,809,17,149,15,18,33,528,341,173,0,0
410390045022,4,Block Group 2_ Tract 4502,Lane,856,706,16,62,34,11,27,757,638,13,46,32,8,20,486,424,46,0,0
410390046001,4,Block Group 1_ Tract 46,Lane,926,808,5,50,17,8,38,781,698,3,32,14,7,27,606,523,69,0,0
410390053001,4,Block Group 1_ Tract 53,Lane,732,635,10,33,14,6,34,595,539,7,16,12,3,18,468,377,82,0,0
410390032011,4,Block Group 1_ Tract 3201,Lane,1137,877,16,183,8,17,36,826,673,11,104,8,11,19,442,295,137,0,0
410390017003,4,Block Group 3_ Tract 17,Lane,1397,1265,2,48,26,24,32,1138,1047,2,32,19,18,20,838,401,422,0,0
410390019031,4,Block Group 1_ Tract 1903,Lane,2011,1653,19,242,8,28,61,1454,1251,8,131,8,23,33,726,410,302,0,0
410390002002,4,Block Group 2_ Tract 2,Lane,1130,1055,3,19,7,8,38,924,872,3,12,6,5,26,649,331,306,0,0
410390025032,4,Block Group 2_ Tract 2503,Lane,1375,1148,17,111,53,13,33,1161,1004,17,69,41,12,18,818,458,348,0,0
410390025042,4,Block Group 2_ Tract 2504,Lane,2286,1776,24,341,41,24,80,1730,1402,18,205,34,18,53,872,551,299,0,0
410390031023,4,Block Group 3_ Tract 3102,Lane,2525,1720,106,228,273,19,179,2225,1546,95,167,268,15,134,940,730,193,0,0
410390031024,4,Block Group 4_ Tract 3102,Lane,1938,1562,45,87,151,18,75,1757,1426,40,74,140,13,64,746,579,154,0,0
410390030002,4,Block Group 2_ Tract 3,Lane,1813,1553,27,83,81,2,67,1582,1395,17,60,67,2,41,1197,772,410,0,0
410390007073,4,Block Group 3_ Tract 707,Lane,1459,1252,7,133,15,11,41,1200,1076,5,73,10,9,27,817,426,377,0,0
410290011001,2,Block Group 1_ Tract 11,Jackson,1400,1234,3,83,11,32,37,1132,1025,1,55,7,21,23,693,228,451,0,0
410290008002,2,Block Group 2_ Tract 8,Jackson,2424,2022,19,263,21,26,73,1912,1646,16,170,19,22,39,1260,524,709,0,0
410290009001,2,Block Group 1_ Tract 9,Jackson,842,750,0,50,10,13,19,694,632,0,33,9,9,11,424,138,277,0,0
410290030012,2,Block Group 2_ Tract 3001,Jackson,881,836,2,15,8,5,15,755,719,2,12,7,5,10,462,180,273,0,0
410290029006,2,Block Group 6_ Tract 29,Jackson,1077,975,6,49,11,10,26,896,827,3,34,11,6,15,599,221,361,0,0
410290029003,2,Block Group 3_ Tract 29,Jackson,1453,1324,12,69,3,11,34,1144,1066,5,41,3,10,19,702,272,411,0,0
410290002032,2,Block Group 2_ Tract 203,Jackson,1598,1115,10,407,12,13,41,1133,855,7,226,10,11,24,586,293,278,0,0
410290022004,2,Block Group 4_ Tract 22,Jackson,1666,1474,16,70,36,15,55,1432,1287,13,51,30,14,37,1056,825,212,0,0
410419510002,5,Block Group 2_ Tract 951,Lincoln,1526,1109,11,302,48,20,36,1244,955,6,201,39,19,24,613,412,188,0,0
