GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH)
0600120770,0,Voting District 20770,Alameda,0,0,0,0,0,0,0
0600110275,0,Voting District 10275,Alameda,0,0,0,0,0,0,0
0600120675,0,Voting District 20675,Alameda,4,1,0,1,2,0,0
0600110255,0,Voting District 10255,Alameda,8,0,0,2,6,0,0
0600141530,0,Voting District 41530,Alameda,732,335,81,170,85,1,60
0600141500,0,Voting District 41500,Alameda,9322,1731,4692,1806,611,26,456
0600141525,0,Voting District 41525,Alameda,130,59,16,34,12,0,9
0600151790,0,Voting District 51790,Alameda,5015,3254,301,293,923,4,240
0600151650,0,Voting District 51650,Alameda,306,202,11,26,37,0,30
0600151655,0,Voting District 51655,Alameda,12403,9662,263,643,1194,23,618
0600151660,0,Voting District 51660,Alameda,13710,9736,255,769,2269,9,672
0600151855,0,Voting District 51855,Alameda,574,152,53,59,290,1,19
0600151865,0,Voting District 51865,Alameda,20129,3057,10208,3353,2534,68,909
0600151690,0,Voting District 51690,Alameda,10080,4057,1733,927,2772,19,572
0600151685,0,Voting District 51685,Alameda,12656,7957,246,1043,2780,19,611
0600151805,0,Voting District 51805,Alameda,1279,950,34,52,175,0,68
0600131035,0,Voting District 31035,Alameda,879,260,57,479,60,0,23
0600151740,0,Voting District 51740,Alameda,575,156,304,55,29,6,25
0600120775,0,Voting District 20775,Alameda,0,0,0,0,0,0,0
0600110375,0,Voting District 10375,Alameda,0,0,0,0,0,0,0
0600110260,0,Voting District 10260,Alameda,3,1,0,0,2,0,0
0600110270,0,Voting District 10270,Alameda,0,0,0,0,0,0,0
0600110410,0,Voting District 10410,Alameda,10,10,0,0,0,0,0
0600110405,0,Voting District 10405,Alameda,5150,3457,77,453,955,9,199
0600110295,0,Voting District 10295,Alameda,4,3,0,1,0,0,0
0600120785,0,Voting District 20785,Alameda,498,393,1,40,30,1,33
0600120755,0,Voting District 20755,Alameda,5,2,0,0,1,0,2
0600120800,0,Voting District 20800,Alameda,0,0,0,0,0,0,0
0600151735,0,Voting District 51735,Alameda,1404,804,275,142,92,4,87
0600151635,0,Voting District 51635,Alameda,484,202,114,41,105,0,22
0600151600,0,Voting District 51600,Alameda,6028,3654,526,528,973,6,341
0600151610,0,Voting District 51610,Alameda,603,453,17,31,85,1,16
0600151755,0,Voting District 51755,Alameda,0,0,0,0,0,0,0
0600151625,0,Voting District 51625,Alameda,12420,5371,3122,1798,1325,36,768
0600151640,0,Voting District 51640,Alameda,224,91,29,15,68,1,20
0600151670,0,Voting District 51670,Alameda,536,351,51,48,51,1,34
0600151620,0,Voting District 51620,Alameda,464,309,30,54,47,2,22
0600120530,0,Voting District 20530,Alameda,0,0,0,0,0,0,0
0600120845,0,Voting District 20845,Alameda,0,0,0,0,0,0,0
0600141305,0,Voting District 41305,Alameda,157,118,0,26,7,0,6
0600120525,0,Voting District 20525,Alameda,480,111,38,26,282,0,23
0600120535,0,Voting District 20535,Alameda,0,0,0,0,0,0,0
0600120865,0,Voting District 20865,Alameda,12,11,0,1,0,0,0
0600120735,0,Voting District 20735,Alameda,92,76,3,8,2,0,3
0600141285,0,Voting District 41285,Alameda,98,74,2,12,7,0,3
0600141295,0,Voting District 41295,Alameda,0,0,0,0,0,0,0
0600110220,0,Voting District 10220,Alameda,0,0,0,0,0,0,0
0600110210,0,Voting District 10210,Alameda,46,26,0,20,0,0,0
0600151665,0,Voting District 51665,Alameda,15227,6597,519,1663,5539,37,872
0600151630,0,Voting District 51630,Alameda,12554,6179,867,1275,3519,25,689
0600151645,0,Voting District 51645,Alameda,2343,1251,85,200,694,3,110
0600151675,0,Voting District 51675,Alameda,1000,594,14,98,234,1,59
0600151700,0,Voting District 51700,Alameda,193,85,47,13,35,2,11
0600151615,0,Voting District 51615,Alameda,13381,5006,3707,2604,1305,46,713
0600151605,0,Voting District 51605,Alameda,6449,3008,1004,1245,826,16,350
0600151595,0,Voting District 51595,Alameda,18539,9136,621,1891,5786,44,1061
0600110215,0,Voting District 10215,Alameda,0,0,0,0,0,0,0
0600110265,0,Voting District 10265,Alameda,0,0,0,0,0,0,0
0600141220,0,Voting District 41220,Alameda,1523,762,64,113,498,3,83
0600141445,0,Voting District 41445,Alameda,0,0,0,0,0,0,0
0600141450,0,Voting District 41450,Alameda,0,0,0,0,0,0,0
0600120850,0,Voting District 20850,Alameda,13,5,0,8,0,0,0
0600120855,0,Voting District 20855,Alameda,77,67,0,6,2,0,2
0600120860,0,Voting District 20860,Alameda,0,0,0,0,0,0,0
0600110085,0,Voting District 10085,Alameda,9,9,0,0,0,0,0
0600110090,0,Voting District 10090,Alameda,143,77,0,7,54,0,5
0600110070,0,Voting District 10070,Alameda,3533,716,15,116,2578,0,108
0600110080,0,Voting District 10080,Alameda,783,232,9,57,435,0,50
0600151920,0,Voting District 51920,Alameda,10667,7632,136,421,1935,4,539
0600151800,0,Voting District 51800,Alameda,2570,1797,146,137,345,11,134
0600151715,0,Voting District 51715,Alameda,3076,2278,126,160,357,4,151
0600151725,0,Voting District 51725,Alameda,2299,1620,173,190,184,1,131
0600151680,0,Voting District 51680,Alameda,1792,916,36,128,618,2,92
0600151840,0,Voting District 51840,Alameda,6300,1747,2211,750,1281,21,290
0600151775,0,Voting District 51775,Alameda,1134,538,252,157,95,9,83
06001BAY,0,Voting District BAY,Alameda,0,0,0,0,0,0,0
0600131160,0,Voting District 31160,Alameda,2021,161,223,119,1470,0,48
0600131050,0,Voting District 31050,Alameda,0,0,0,0,0,0,0
0600131060,0,Voting District 31060,Alameda,0,0,0,0,0,0,0
0600141535,0,Voting District 41535,Alameda,8922,150,3722,4458,408,21,163
0600131210,0,Voting District 31210,Alameda,7205,1921,728,1993,2272,33,258
0600131130,0,Voting District 31130,Alameda,0,0,0,0,0,0,0
0600110020,0,Voting District 10020,Alameda,0,0,0,0,0,0,0
0600110475,0,Voting District 10475,Alameda,0,0,0,0,0,0,0
0600110035,0,Voting District 10035,Alameda,106,55,5,17,17,2,10
0600120870,0,Voting District 20870,Alameda,2,0,0,1,1,0,0
0600110470,0,Voting District 10470,Alameda,0,0,0,0,0,0,0
0600110105,0,Voting District 10105,Alameda,0,0,0,0,0,0,0
0600110455,0,Voting District 10455,Alameda,43,39,0,2,2,0,0
0600110040,0,Voting District 10040,Alameda,12384,2707,240,853,8150,28,406
0600110045,0,Voting District 10045,Alameda,2,0,0,0,2,0,0
0600110100,0,Voting District 10100,Alameda,0,0,0,0,0,0,0
0600110095,0,Voting District 10095,Alameda,18829,4164,200,810,13146,12,497
0600110065,0,Voting District 10065,Alameda,13365,2405,89,471,9947,9,444
0600120825,0,Voting District 20825,Alameda,212,88,11,62,37,0,14
0600120810,0,Voting District 20810,Alameda,2261,792,217,374,773,2,103
0600151845,0,Voting District 51845,Alameda,0,0,0,0,0,0,0
0600151705,0,Voting District 51705,Alameda,785,419,140,86,104,2,34
0600151770,0,Voting District 51770,Alameda,5672,1269,2842,806,429,20,306
0600151780,0,Voting District 51780,Alameda,2148,1085,435,262,223,4,139
0600151785,0,Voting District 51785,Alameda,0,0,0,0,0,0,0
0600151765,0,Voting District 51765,Alameda,14,9,3,1,1,0,0
0600151760,0,Voting District 51760,Alameda,1571,671,615,126,80,4,75
0600131040,0,Voting District 31040,Alameda,21842,1250,2572,13623,3955,130,312
0600141480,0,Voting District 41480,Alameda,3003,81,559,1954,343,11,55
0600131065,0,Voting District 31065,Alameda,0,0,0,0,0,0,0
0600131135,0,Voting District 31135,Alameda,2176,571,70,482,988,5,60
0600131190,0,Voting District 31190,Alameda,1291,218,25,573,416,1,58
0600131205,0,Voting District 31205,Alameda,215,27,11,107,62,0,8
0600141540,0,Voting District 41540,Alameda,37,1,4,3,28,0,1
0600141570,0,Voting District 41570,Alameda,17702,413,4969,11231,741,44,304
0600131200,0,Voting District 31200,Alameda,4485,630,529,1443,1733,17,133
0600131215,0,Voting District 31215,Alameda,1484,345,43,501,543,9,43
0600120505,0,Voting District 20505,Alameda,50,12,0,33,5,0,0
0600120485,0,Voting District 20485,Alameda,990,411,32,107,406,4,30
0600110030,0,Voting District 10030,Alameda,3188,1626,101,597,687,14,163
0600120815,0,Voting District 20815,Alameda,0,0,0,0,0,0,0
0600120495,0,Voting District 20495,Alameda,24,11,0,7,3,0,3
0600110025,0,Voting District 10025,Alameda,27967,8607,1278,5899,10667,70,1446
0600120835,0,Voting District 20835,Alameda,83,25,0,18,31,0,9
0600120500,0,Voting District 20500,Alameda,13116,4809,408,1923,5275,30,671
0600141435,0,Voting District 41435,Alameda,258,120,26,55,42,2,13
0600130890,0,Voting District 30890,Alameda,5,0,1,1,2,0,1
0600130880,0,Voting District 30880,Alameda,0,0,0,0,0,0,0
0600131045,0,Voting District 31045,Alameda,1719,82,272,1160,178,3,24
0600141490,0,Voting District 41490,Alameda,3907,87,1827,1488,376,7,122
0600141460,0,Voting District 41460,Alameda,6929,1074,2632,1992,898,38,295
0600141520,0,Voting District 41520,Alameda,9782,1206,3992,3474,783,21,306
0600151905,0,Voting District 51905,Alameda,13418,1371,3087,4703,3832,47,378
0600131010,0,Voting District 31010,Alameda,2036,187,587,810,388,9,55
0600151875,0,Voting District 51875,Alameda,692,50,143,169,300,6,24
0600151890,0,Voting District 51890,Alameda,3224,295,818,1041,939,20,111
0600131175,0,Voting District 31175,Alameda,5030,1123,591,1728,1409,26,153
0600141580,0,Voting District 41580,Alameda,11655,328,4109,6152,775,26,265
0600120720,0,Voting District 20720,Alameda,0,0,0,0,0,0,0
0600110050,0,Voting District 10050,Alameda,140,43,10,6,51,3,27
0600120645,0,Voting District 20645,Alameda,8,2,0,6,0,0,0
0600120635,0,Voting District 20635,Alameda,3676,404,181,679,2251,1,160
0600120725,0,Voting District 20725,Alameda,0,0,0,0,0,0,0
0600141235,0,Voting District 41235,Alameda,74,59,6,5,2,0,2
0600141240,0,Voting District 41240,Alameda,0,0,0,0,0,0,0
0600141300,0,Voting District 41300,Alameda,450,361,6,23,30,4,26
0600110130,0,Voting District 10130,Alameda,164,148,0,6,3,2,5
0600141575,0,Voting District 41575,Alameda,10855,824,6354,2645,674,30,328
0600141565,0,Voting District 41565,Alameda,5212,1241,3007,389,345,6,224
0600141510,0,Voting District 41510,Alameda,5189,1719,1721,407,1062,5,275
0600141505,0,Voting District 41505,Alameda,793,444,104,54,144,2,45
0600130875,0,Voting District 30875,Alameda,73812,33468,4516,8092,23164,247,4325
0600130910,0,Voting District 30910,Alameda,0,0,0,0,0,0,0
0600141260,0,Voting District 41260,Alameda,997,657,34,135,116,1,54
0600120650,0,Voting District 20650,Alameda,12591,1680,949,4376,4953,45,588
0600120605,0,Voting District 20605,Alameda,12720,2384,923,4527,4300,37,549
0600120565,0,Voting District 20565,Alameda,11322,2291,1736,4981,1814,52,448
0600141345,0,Voting District 41345,Alameda,40,8,5,25,2,0,0
0600120545,0,Voting District 20545,Alameda,1674,546,347,477,220,14,70
0600120550,0,Voting District 20550,Alameda,723,201,210,146,116,2,48
0600120575,0,Voting District 20575,Alameda,43,14,11,11,6,0,1
0600151885,0,Voting District 51885,Alameda,1914,234,438,508,640,10,84
0600151880,0,Voting District 51880,Alameda,2676,550,774,420,800,17,115
0600151915,0,Voting District 51915,Alameda,5450,3265,470,462,978,3,272
0600151910,0,Voting District 51910,Alameda,249,184,11,19,21,0,14
0600131020,0,Voting District 31020,Alameda,4930,575,1279,1399,1472,31,174
0600131015,0,Voting District 31015,Alameda,955,128,209,147,436,3,32
0600141470,0,Voting District 41470,Alameda,17455,7415,3142,1922,3923,71,982
0600151750,0,Voting District 51750,Alameda,13585,4846,5461,1451,1044,51,732
0600131000,0,Voting District 31000,Alameda,540,289,75,58,95,3,20
0600130985,0,Voting District 30985,Alameda,2237,407,678,321,758,4,69
0600130990,0,Voting District 30990,Alameda,1,0,1,0,0,0,0
0600130995,0,Voting District 30995,Alameda,1992,916,379,208,374,9,106
0600130940,0,Voting District 30940,Alameda,1849,96,60,23,1625,1,44
0600130945,0,Voting District 30945,Alameda,939,22,63,13,838,1,2
0600151850,0,Voting District 51850,Alameda,1435,279,709,116,249,18,64
0600151830,0,Voting District 51830,Alameda,193,43,48,25,74,0,3
0600110125,0,Voting District 10125,Alameda,1678,1320,9,218,85,1,45
0600110140,0,Voting District 10140,Alameda,88,65,1,19,3,0,0
0600120590,0,Voting District 20590,Alameda,8107,1574,1009,2836,2347,26,315
0600120750,0,Voting District 20750,Alameda,0,0,0,0,0,0,0
0600120595,0,Voting District 20595,Alameda,939,218,138,318,210,5,50
0600120745,0,Voting District 20745,Alameda,6,0,0,5,0,0,1
0600120740,0,Voting District 20740,Alameda,0,0,0,0,0,0,0
0600120585,0,Voting District 20585,Alameda,35478,8227,4871,13160,7436,125,1659
0600120580,0,Voting District 20580,Alameda,1651,723,273,318,244,1,92
0600120620,0,Voting District 20620,Alameda,43205,6694,4670,20365,9537,163,1776
0600120760,0,Voting District 20760,Alameda,39,7,9,9,14,0,0
0600141375,0,Voting District 41375,Alameda,9619,3393,2007,2088,1585,43,503
0600141255,0,Voting District 41255,Alameda,1562,482,72,163,765,0,80
0600151860,0,Voting District 51860,Alameda,4320,654,2096,911,432,28,199
0600141465,0,Voting District 41465,Alameda,7516,4956,656,530,966,15,393
0600141485,0,Voting District 41485,Alameda,9,1,2,3,2,0,1
0600151895,0,Voting District 51895,Alameda,1677,1211,72,97,196,1,100
0600151795,0,Voting District 51795,Alameda,913,742,25,50,61,0,35
0600151900,0,Voting District 51900,Alameda,1957,1464,58,127,191,4,113
0600141475,0,Voting District 41475,Alameda,6971,4978,440,413,732,18,390
0600141455,0,Voting District 41455,Alameda,275,194,25,17,18,0,21
0600130970,0,Voting District 30970,Alameda,1407,40,123,719,486,14,25
0600110165,0,Voting District 10165,Alameda,17,15,0,0,2,0,0
0600110145,0,Voting District 10145,Alameda,4,2,0,2,0,0,0
0600110350,0,Voting District 10350,Alameda,0,0,0,0,0,0,0
0600110135,0,Voting District 10135,Alameda,28,21,0,6,0,1,0
0600110205,0,Voting District 10205,Alameda,345,191,4,127,16,1,6
0600110155,0,Voting District 10155,Alameda,0,0,0,0,0,0,0
0600141325,0,Voting District 41325,Alameda,3332,2080,93,456,542,10,151
0600141280,0,Voting District 41280,Alameda,0,0,0,0,0,0,0
0600141290,0,Voting District 41290,Alameda,0,0,0,0,0,0,0
0600141270,0,Voting District 41270,Alameda,1465,635,92,128,543,4,63
0600141380,0,Voting District 41380,Alameda,9,1,0,8,0,0,0
0600141385,0,Voting District 41385,Alameda,450,258,42,80,44,2,24
0600141400,0,Voting District 41400,Alameda,104,35,10,53,4,0,2
0600120540,0,Voting District 20540,Alameda,385,184,54,61,75,2,9
0600141320,0,Voting District 41320,Alameda,6575,2817,497,1706,1209,24,322
0600141390,0,Voting District 41390,Alameda,3647,2008,213,925,371,8,122
0600120805,0,Voting District 20805,Alameda,34144,4734,2276,5177,20150,52,1755
0600120660,0,Voting District 20660,Alameda,0,0,0,0,0,0,0
0600120510,0,Voting District 20510,Alameda,11130,1174,221,532,8744,21,438
0600130965,0,Voting District 30965,Alameda,11042,627,1916,2585,5604,28,282
0600151810,0,Voting District 51810,Alameda,1061,156,282,146,439,1,37
0600151825,0,Voting District 51825,Alameda,5298,3501,667,312,516,7,295
0600151695,0,Voting District 51695,Alameda,7501,4797,695,689,919,12,389
0600151815,0,Voting District 51815,Alameda,1235,702,197,103,155,7,71
0600151820,0,Voting District 51820,Alameda,5810,3460,710,510,803,13,314
0600151925,0,Voting District 51925,Alameda,76,50,0,14,7,0,5
0600151710,0,Voting District 51710,Alameda,1631,993,281,140,124,2,91
0600141275,0,Voting District 41275,Alameda,0,0,0,0,0,0,0
0600141250,0,Voting District 41250,Alameda,1950,716,94,194,839,4,103
0600120700,0,Voting District 20700,Alameda,444,186,63,134,46,0,15
0600130920,0,Voting District 30920,Alameda,20273,6618,885,7416,4621,67,666
